blockNum	date	nEmpty	nFull	pctFull	nTrans	tx/full blk	tx/all blks	nTraces
3000000	2017-01-15 10:10:35 UTC	1137987	1862013	0.620671	15362869	8.25068	5.12096	0          
3010000	2017-01-17 01:51:49 UTC	1141760	1868240	0.620678	15436229	8.26244	5.12832	0          
3020000	2017-01-18 17:35:55 UTC	1145417	1874583	0.620723	15513422	8.27567	5.13689	0          
3030000	2017-01-20 09:03:12 UTC	1149205	1880795	0.620724	15585415	8.28661	5.1437	0          
3040000	2017-01-22 00:49:23 UTC	1152970	1887031	0.620734	15658053	8.29772	5.15067	0          
3050000	2017-01-23 16:21:37 UTC	1156701	1893299	0.620754	15736800	8.31184	5.15961	0          
3060000	2017-01-25 08:15:09 UTC	1160454	1899546	0.620767	15817622	8.32705	5.16916	0          
3070000	2017-01-26 23:52:13 UTC	1164194	1905806	0.620784	15893540	8.33954	5.17705	0          
3080000	2017-01-28 15:48:22 UTC	1168252	1911748	0.620697	15974000	8.3557	5.18636	0          
3090000	2017-01-30 07:36:17 UTC	1172503	1917498	0.620549	16043105	8.36669	5.19194	0          
3100000	2017-01-31 23:19:17 UTC	1176684	1923317	0.620425	16116043	8.3793	5.19872	0          
3110000	2017-02-02 15:14:23 UTC	1180775	1929225	0.620330	16191492	8.39274	5.20627	0          
3120000	2017-02-04 07:04:52 UTC	1184953	1935047	0.620207	16262361	8.40412	5.2123	0          
3130000	2017-02-05 22:42:51 UTC	1188936	1941066	0.620148	16338277	8.41717	5.21989	0          
3140000	2017-02-07 14:28:09 UTC	1192998	1947002	0.620064	16420318	8.43364	5.2294	0          
3150000	2017-02-09 06:08:25 UTC	1196684	1953316	0.620100	16502459	8.44843	5.23888	0          
3160000	2017-02-10 21:50:26 UTC	1200497	1959503	0.620096	16587110	8.46496	5.24909	0          
3170000	2017-02-12 13:33:48 UTC	1204555	1965445	0.620014	16661670	8.4773	5.25605	0          
3180000	2017-02-14 05:15:11 UTC	1208154	1971846	0.620077	16752980	8.49609	5.26823	0          
3190000	2017-02-15 20:51:27 UTC	1211788	1978213	0.620129	16843648	8.51458	5.28014	0          
3200000	2017-02-17 12:30:51 UTC	1215564	1984436	0.620136	16927368	8.53006	5.2898	0          
3210000	2017-02-19 04:41:06 UTC	1219535	1990469	0.620083	17009632	8.54554	5.29894	0          
3220000	2017-02-20 20:15:39 UTC	1223802	1996198	0.619937	17090706	8.56163	5.30767	0          
3230000	2017-02-22 12:15:17 UTC	1227947	2002053	0.619831	17183927	8.58315	5.3201	0          
3240000	2017-02-24 04:17:24 UTC	1232122	2007878	0.619715	17265009	8.59863	5.32871	0          
3250000	2017-02-25 19:47:30 UTC	1236085	2013915	0.619666	17354515	8.6173	5.33985	0          
3259816	2017-02-27 10:51:45 UTC	1240000	2019816	0.619610	17439106	8.63401	5.34972	0
3260000	2017-02-27 11:34:49 UTC	1240078	2019924	0.619608	17440294	8.63413	5.34978	0          
3270000	2017-03-01 03:24:44 UTC	1243801	2026199	0.619633	17535147	8.65421	5.36243	0          
3280000	2017-03-02 19:19:57 UTC	1247319	2032683	0.619720	17645404	8.68084	5.37969	0          
3290000	2017-03-04 11:11:04 UTC	1250638	2039362	0.619867	17750699	8.70405	5.39535	0          
3300000	2017-03-06 03:00:00 UTC	1254440	2045560	0.619867	17844374	8.72347	5.40739	0          
3310000	2017-03-07 19:14:34 UTC	1258082	2051918	0.619915	17947330	8.74661	5.42215	0          
3320000	2017-03-09 11:18:09 UTC	1261877	2058123	0.619917	18046614	8.76848	5.43573	0          
3330000	2017-03-11 03:32:29 UTC	1265554	2064446	0.619954	18151340	8.79235	5.45085	0          
3340000	2017-03-12 19:44:54 UTC	1269299	2070701	0.619970	18263386	8.8199	5.46808	0          
3350000	2017-03-14 11:57:37 UTC	1272691	2077310	0.620092	18394547	8.85498	5.49091	0          
3360000	2017-03-16 03:56:53 UTC	1276054	2083947	0.620222	18532926	8.89318	5.51575	0          
3370000	2017-03-17 19:46:20 UTC	1278852	2091148	0.620519	18715833	8.95003	5.55366	0          
3380000	2017-03-19 11:59:45 UTC	1282101	2097899	0.620680	18861720	8.99077	5.58039	0          
3390000	2017-03-21 03:42:00 UTC	1285373	2104627	0.620834	18998166	9.02686	5.60418	0          
3400000	2017-03-22 19:51:41 UTC	1288805	2111195	0.620940	19135503	9.06383	5.62809	0          
3410000	2017-03-24 12:25:35 UTC	1292231	2117770	0.621047	19273777	9.10098	5.65213	0          
3420000	2017-03-26 04:48:40 UTC	1295614	2124390	0.621166	19418511	9.14075	5.67792	0          
3430000	2017-03-27 20:54:40 UTC	1298965	2131036	0.621293	19566221	9.18155	5.70444	0          
3440000	2017-03-29 13:24:12 UTC	1302197	2137804	0.621454	19710625	9.22003	5.72983	0          
3450000	2017-03-31 05:53:02 UTC	1305389	2144613	0.621627	19880951	9.27018	5.76259	0          
3460000	2017-04-01 22:02:11 UTC	1308669	2151332	0.621772	20029287	9.31018	5.78881	0          
3470000	2017-04-03 14:59:03 UTC	1311714	2158289	0.621985	20188662	9.35401	5.81805	0          
3480000	2017-04-05 07:11:16 UTC	1315000	2165001	0.622127	20338365	9.39416	5.84436	0          
3490000	2017-04-06 23:44:50 UTC	1318167	2171833	0.622302	20491464	9.4351	5.87148	0          
3500000	2017-04-08 16:00:08 UTC	1321572	2178428	0.622408	20633623	9.47179	5.89532	0          
3510000	2017-04-10 09:19:49 UTC	1324568	2185432	0.622630	20762665	9.50049	5.91529	0          
3520000	2017-04-12 02:42:54 UTC	1327423	2192578	0.622891	20891119	9.52811	5.93498	0          
3530000	2017-04-13 20:06:58 UTC	1330042	2199958	0.623218	21038461	9.56312	5.9599	0          
3540000	2017-04-15 13:22:45 UTC	1332924	2207077	0.623468	21175187	9.59422	5.98169	0          
3550000	2017-04-17 06:40:25 UTC	1336014	2213986	0.623658	21296274	9.61897	5.99895	0          
3560000	2017-04-18 23:30:11 UTC	1338938	2221062	0.623894	21427290	9.64732	6.0189	0          
3570000	2017-04-20 17:09:27 UTC	1341646	2228354	0.624189	21579733	9.68416	6.04474	0          
3580000	2017-04-22 10:15:43 UTC	1344232	2235768	0.624516	21716226	9.71309	6.06598	0          
3590000	2017-04-24 03:17:01 UTC	1346983	2243017	0.624796	21843440	9.73842	6.08452	0          
3600000	2017-04-25 20:36:59 UTC	1349467	2250533	0.625148	21997092	9.77417	6.1103	0          
3610000	2017-04-27 15:08:11 UTC	1352104	2257896	0.625456	22164739	9.81655	6.13982	0          
3620000	2017-04-29 09:20:59 UTC	1354565	2265435	0.625811	22344852	9.86338	6.17261	0          
3630000	2017-05-01 03:55:00 UTC	1357086	2272914	0.626147	22510928	9.90399	6.20136	0          
3640000	2017-05-02 22:37:12 UTC	1359169	2280833	0.626602	22711559	9.95757	6.23944	0          
3650000	2017-05-04 17:09:00 UTC	1361365	2288635	0.627023	22893387	10.0031	6.27216	0          
3660000	2017-05-06 11:32:12 UTC	1363523	2296477	0.627453	23083778	10.0518	6.30704	0          
3670000	2017-05-08 05:42:29 UTC	1365717	2304283	0.627870	23265732	10.0967	6.33944	0          
3680000	2017-05-09 23:54:18 UTC	1367706	2312294	0.628341	23468581	10.1495	6.37733	0          
3690000	2017-05-11 18:09:13 UTC	1369594	2320406	0.628836	23669137	10.2004	6.4144	0          
3700000	2017-05-13 12:46:32 UTC	1371561	2328439	0.629308	23860595	10.2475	6.44881	0          
3710000	2017-05-15 08:36:43 UTC	1373511	2336489	0.629781	24051896	10.294	6.48299	0          
3720000	2017-05-17 05:08:05 UTC	1375174	2344826	0.630330	24280552	10.3549	6.52703	0          
3730000	2017-05-19 01:20:24 UTC	1376632	2353368	0.630930	24529028	10.4229	6.57615	0          
3740000	2017-05-20 21:17:12 UTC	1378102	2361898	0.631524	24801236	10.5006	6.63135	0          
3750000	2017-05-22 17:10:36 UTC	1379650	2370350	0.632093	25089150	10.5846	6.69044	0          
3760000	2017-05-24 13:32:45 UTC	1380738	2379262	0.632782	25431485	10.6888	6.76369	0          
3770000	2017-05-26 09:48:44 UTC	1381715	2388285	0.633497	25773246	10.7915	6.8364	0          
3780000	2017-05-28 05:32:22 UTC	1382794	2397206	0.634181	26053828	10.8684	6.89255	0          
3790000	2017-05-30 00:51:22 UTC	1383838	2406162	0.634871	26336730	10.9455	6.94901	0          
3800000	2017-05-31 20:33:11 UTC	1384602	2415398	0.635631	26703896	11.0557	7.02734	0          
3810000	2017-06-02 18:35:20 UTC	1385389	2424611	0.636381	27091313	11.1735	7.11058	0          
3820000	2017-06-04 16:51:15 UTC	1386426	2433574	0.637061	27434296	11.2733	7.18175	0          
3830000	2017-06-06 15:04:29 UTC	1387679	2442321	0.637682	27803622	11.3841	7.25943	0          
3840000	2017-06-08 13:00:53 UTC	1388630	2451370	0.638378	28191582	11.5003	7.34156	0          
3850000	2017-06-10 10:53:30 UTC	1389639	2460361	0.639055	28578741	11.6157	7.42305	0          
3860000	2017-06-12 08:20:16 UTC	1390496	2469504	0.639768	29029764	11.7553	7.52066	0          
3870000	2017-06-14 05:42:44 UTC	1391152	2478848	0.640529	29573882	11.9305	7.64183	0          
3880000	2017-06-16 03:06:11 UTC	1391912	2488088	0.641260	30059101	12.0812	7.74719	0          
3890000	2017-06-18 00:19:26 UTC	1392880	2497120	0.641933	30522727	12.2232	7.84646	0          
3900000	2017-06-19 21:00:23 UTC	1393774	2506226	0.642622	31013352	12.3745	7.95214	0          
3910000	2017-06-21 21:46:24 UTC	1394491	2515509	0.643353	31559907	12.5461	8.07159	0          
3920000	2017-06-23 22:27:52 UTC	1394663	2525337	0.644219	32124778	12.721	8.1951	0          
3930000	2017-06-25 23:09:41 UTC	1394851	2535149	0.645076	32615669	12.8654	8.29915	0          
3940000	2017-06-27 23:23:19 UTC	1395002	2544998	0.645939	33186834	13.04	8.42305	0          
3950000	2017-06-29 23:29:37 UTC	1395131	2554869	0.646802	33727225	13.2012	8.53854	0          
3960000	2017-07-01 23:12:26 UTC	1395404	2564596	0.647625	34214051	13.3409	8.63991	0          
3970000	2017-07-03 22:46:52 UTC	1395607	2574393	0.648462	34761142	13.5027	8.75596	0          
3980000	2017-07-05 22:25:50 UTC	1395784	2584216	0.649301	35312765	13.6648	8.87255	0          
3990000	2017-07-07 21:41:37 UTC	1396016	2593984	0.650121	35858611	13.8238	8.98712	0          
4000000	2017-07-09 20:52:47 UTC	1396137	2603863	0.650966	36334898	13.9542	9.08372	0          
4010000	2017-07-12 01:27:02 UTC	1396204	2613796	0.651819	36962376	14.1413	9.21755	0          
4020000	2017-07-14 06:36:31 UTC	1396335	2623665	0.652653	37565016	14.3178	9.34453	0          
4030000	2017-07-16 11:21:18 UTC	1396479	2633521	0.653479	38086242	14.4621	9.45068	0          
