#
# Do not edit this file. It will be replaced during upgrade. If you want to add named accounts, add them to names_custom.txt
#
addr	symbol	source	name	logo	description	contract	visible
0x8b40761142b9aa6dc8964e61d0585995425c3d94	TRIO	Etherscan.io	Tripio	tripio_28.png	No description	true	true
0x8d5682941ce456900b12d47ac06a88b47c764ce1	RMESH	Etherscan.io	RightMesh Token	rightmeshtoken_28.png	RightMesh is on a mission to connect the next billion users without infrastructure.	true	true
0x8d75959f1e61ec2571aa72798237101f084de63a	SUB	Etherscan.io	Substratum	substratum2_28.png	Substratum is an open-source network that allows anyone to allocate spare computing resources to make the internet a free and fair place for the entire world.	true	true
0x8db54ca569d3019a2ba126d03c37c44b5ef81ef6	DXT	Etherscan.io	DataWallet	datawallet_28.png	Datawallet provides users with a self-sovereign wallet that puts them in charge of their data, and allows them to monetize as well as utilize an asset that is rightfully theirs.	true	true
0x8e5610ab5e39d26828167640ea29823fe1dd5843	KNDC	Etherscan.io	KanadeCoin	kanade_28.png	Token to support monozukuri.	true	true
0x8e870d67f660d95d5be530380d0ec0bd388289e1	PAX	Etherscan.io	Paxos Standard	paxos_28_2.png	Paxos Standard is regulated crypto asset. It is fully collateralized 1:1 by the U.S. dollar, approved and regulated by the NYDFS, and enables instantaneous transactions.	true	true
0x8eb24319393716668d768dcec29356ae9cffe285	AGI	Etherscan.io	SingularityNET	singularitynet_28.png	Decentralized Marketplace for AI.	true	true
0x8effd494eb698cc399af6231fccd39e08fd20b15	PIX	Etherscan.io	PIX	lampix_28.png	Lampix - a hardware and software solution that aims to turn any surface into a smart, augmented reality [or interactive] surface.	true	true
0x8f0921f30555624143d427b340b1156914882c10	FYP	Etherscan.io	Flyp.me	flyp_28.png	Aims to be an instant crypto exchange that is private and secure.	true	true
0x8f3470a7388c05ee4e7af3d01d8c722b0ff52374	VERI	Etherscan.io	Veritaseum	veritaseum.png	Veritaseum builds blockchain-based, peer-to-peer capital markets as software on a global scale.	true	true
0x8f8221afbb33998d8584a2b05749ba73c37a938a	REQ	Etherscan.io	Request	request_28.png	A decentralized network built on top of Ethereum, which allows anyone, anywhere to request a payment.	true	true
0x9002d4485b7594e3e850f0a206713b305113f69e	HAT	Etherscan.io	Hawala	hat_28.png	Hawala.Today is a P2P crypto-fiat currency exchange platform that aims to allow for near instant and secure exchanges, anywhere in the world.	true	true
0x900b4449236a7bb26b286601dd14d2bde7a6ac6c	EARTH	Etherscan.io	EARTH Token	earthtoken_28.png	EARTH Token provides a unique opportunity to truly transform the Natural Capital Asset market, by creating a Natural Asset Marketplace allowing all stakeholders in the climate value chain to participate.	true	true
0x90528aeb3a2b736b780fd1b6c478bb7e1d643170	XPA	Etherscan.io	XPlay	xpa_28.png	XPA aims to seamlessly bridges the gap between cryptocurrency and real world assets	true	true
0x905e337c6c8645263d3521205aa37bf4d034e745	MTC	Etherscan.io	Medical Token Currency	mtc.png	MTC is an utility token that fuels a healthcare platform providing healthcare information to interested parties on a secure blockchain supported environment.	true	true
0x906b3f8b7845840188eab53c3f5ad348a787752f	DOR	Etherscan.io	DoradoToken	dorado_28.png	The next Uber On blockchain for all on-demand deliveries.	true	true
0x910dfc18d6ea3d6a7124a6f8b5458f281060fa4c	X8X	Etherscan.io	X8XToken	x8currency_28.png	X8C is a secure store of value Ethereum token.	true	true
0x9195e00402abe385f2d00a32af40b271f2e87925	ETA	Etherscan.io	ETHEERA	etheera2_28.png	Real estate for the blockchain	true	true
0x9214ec02cb71cba0ada6896b8da260736a67ab10	REAL	Etherscan.io	Real Estate Asset Ledger	realestatetoken_28.png	Real Estate Blockchain innovations.	true	true
0x922105fad8153f516bcfb829f56dc097a0e1d705	YEE	Etherscan.io	Yee - A Blockchain-powered &amp; Cloud-based Socia	yee_28.png	Blockchain-powered & cloud-based social ecosystem.	true	true
0x922ac473a3cc241fd3a0049ed14536452d58d73c	VLD	Etherscan.io	VALID	vetri_28.png	Authenticate online using your self-sovereign eID and start monetizing your anonymized personal data.	true	true
0x923108a439c4e8c2315c4f6521e5ce95b44e9b4c	EVE	Etherscan.io	Devery.io	devery_28.png	A blockchain powered, open-source, product verification protocol.	true	true
0x92a5b04d0ed5d94d7a193d1d334d3d16996f4e13	ERT	Etherscan.io	Eristica TOKEN	eristica2_28.png	Take a Challenge. Film your Proof. Win Cryptocurrency.	true	true
0x92e52a1a235d9a103d970901066ce910aacefd37	UCASH	Etherscan.io	UCASH	ucash_28.png	Aims to build a global network of retail and individual converters providing cash to digital conversions to and from our ecosystem, helping people worldwide to unbank.	true	true
0x92e78dae1315067a8819efd6dca432de9dcde2e9	VRS	Etherscan.io	Veros	veros_28.png	No description	true	true
0x93190dbce9b9bd4aa546270a8d1d65905b5fdd28	DAPS	Etherscan.io	DAPSTOKEN	daps_28.png	The DAPS project plans to create the world's first fully private blockchain that also maintains the 'Trustless' structure of traditional public blockchains.	true	true
0x93e682107d1e9defb0b5ee701c71707a4b2e46bc	MCAP	Etherscan.io	MCAP	mcap.png	MCAP labs focusses on three key areas - Mining research, ICO evaluation & ICO investment.	true	true
0x93ed3fbe21207ec2e8f2d3c3de6e058cb73bc04d	PNK	Etherscan.io	Pinakion	kelros_28.png	Kleros provides fast, secure and affordable arbitration for virtually everything.	true	true
0x943ed852dadb5c3938ecdc6883718df8142de4c8	FTI	Etherscan.io	FTI	fanstime_28.png	No description	true	true
0x95382ac82e886a367bac9e1e23beabe569bcfed8	SURE	Etherscan.io	SURETY Token	surety_28.png	Smart Micro-Insurance for the Unbanked on Blockchain.	true	true
0x954b5de09a55e59755acbda29e1eb74a45d30175	FLUZ	Etherscan.io	FluzFluz	fluz_28.png	No description	true	true
0x954b890704693af242613edef1b603825afcd708	CARD	Etherscan.io	Cardstack	cardstack_28.png	The experience layer of the decentralized internet.	true	true
0x957c30ab0426e0c93cd8241e2c60392d08c6ac8e	MOD	Etherscan.io	Modum Token	modum_28_2.png	modum.io combines IoT sensors with blockchain technology, providing data integrity for transactions involving physical products.	true	true
0x960b236a07cf122663c4303350609a66a7b288c0	ANT	Etherscan.io	Aragon	aragon_28.png	Create and manage unstoppable organizations. Aragon lets you manage entire organizations using the blockchain. This makes Aragon organizations more efficient than their traditional counterparties.	true	true
0x96a65609a7b84e8842732deb08f56c3e21ac6f8a	CTR	Etherscan.io	Centra	centra_28.png	Centra PrePaid Cryptocurrency Card	true	true
0x96b0bf939d9460095c15251f71fda11e41dcbddb	S	Etherscan.io	Sharpay	sharpay_28.png	Sharpay is the share button with blockchain profit	true	true
0x970e035e2a013cf4becd67e300d65bc32a56d826	BOE	Etherscan.io	Bodhi Ethereum	boe_28-1.png	Bodhi aims to build a credible, autonomous, and global decentralized prediction market platform.	true	true
0x9720b467a710382a232a32f540bdced7d662a10b	VZT	Etherscan.io	Vezt	vezt_28.png	Vezt is an intellectual property rights marketplace that lets music fans buy rights in their favorite songs.	true	true
0x973e52691176d36453868d9d86572788d27041a9	DX	Etherscan.io	DxChain Token	dxchain_28_2.png	Provide solutions to big data problems	true	true
0x9746953f5b1324a78132895cfd263f417b0faae3	VCT	Etherscan.io	ValueCyberToken	valuecyber_28.png	ValueCyber is a blockchain system designed for the cooperation required by production and circulation in the digital economy era, and also a blockchain that tries to meet the technical and openness requirements for the next-generation blockchain.	true	true
0x97aeb5066e1a590e868b511457beb6fe99d329f5	ATMI	Etherscan.io	Atonomi	atonomi_28.png	Atonomi provides a new security protocol and infrastructure to enable billions of IoT devices to have trusted interoperability for both data and commerce.	true	true
0x97fb6fc2ad532033af97043b563131c5204f8a35	NPLC	Etherscan.io	PlusCoin	plus-coin28.png	PlusCoin has been developed to connect cryptocurrency and the real economy. PlusCoin also serves as exchange token of Korean exchange UpXide.	true	true
0x983f6d60db79ea8ca4eb9968c6aff8cfa04b3c63	SNM	Etherscan.io	SONM	sonm_28.png	SONM's aims to be a secure and cost-effective fog supercomputer for general-purpose computing, from mobile app hosting to video rendering to DNA analysis.	true	true
0x986ee2b944c42d017f52af21c4c69b84dbea35d8	BMC	Etherscan.io	BitMartToken	bitmart_28.png	BitMart is a globally integrated trading platform founded by a group of cryptocurrency enthusiasts.	true	true
0x994f0dffdbae0bbf09b652d6f11a493fd33f42b9	EAGLE	Etherscan.io	EagleCoin	eaglecoin_28.png	Eagle payment system vision is to make cryptocurrency usable and acceptable in any place and for any kind of payment.	true	true
0x9972a0f24194447e73a7e8b6cd26a52e02ddfad5	TCH	Etherscan.io	ThoreCash	thorecash_28.png	No description	true	true
0x998b3b82bc9dba173990be7afb772788b5acb8bd	BANCA	Etherscan.io	BANCA	banca_28.png	Decentralized intelligent blockchain-based community, using AI and Big Data.	true	true
0x9992ec3cf6a55b00978cddf2b27bc6882d88d1ec	POLY	Etherscan.io	Polymath	polymath_28.png	Polymath aims to enable securities to migrate to the blockchain.	true	true
0x999967e2ec8a74b7c8e9db19e039d920b31d39d0	TIE	Etherscan.io	TieToken	ties_28.png	A public, distributed and decentralized database with one common thread: trust. Enforced by integrated fault tolerance, incentive schemes and smart contracts.	true	true
0x99ea4db9ee77acd40b119bd1dc4e33e1c070b80d	QSP	Etherscan.io	Quantstamp	quantstamp28.png	Quantstamp – the Protocol for Securing Smart Contracts. We believe in the future of smart contracts and are building a foundational technology to protect users and investors – with scalable proofs-of-audit.	true	true
0x9a005c9a89bd72a4bd27721e7a09a3c11d2b03c4	STAC	Etherscan.io	StarterCoin	stac_28.png	A first of its kind blockchain platform to help entrepreneurs, innovators and creators bring their ideas to life.	true	true
0x9a0242b7a33dacbe40edb927834f96eb39f8fbcb	BAX	Etherscan.io	BAX	bax_28_2.png	A decentralised banking platform that leverages blockchain and biometrics to offer anyone in the world access to a UK bank account for peer-to-peer financial services.	true	true
0x9a0587eae7ef64b2b38a10442a44cfa43edd7d2a	WTL	Etherscan.io	Welltrado token	welltrado_28.png	Compare peer to peer lending platforms	true	true
0x9a642d6b3368ddc662CA244bAdf32cDA716005BC	QTUM	Etherscan.io	Qtum		Build Decentralized Applications that mobile devices	true	true
0x9a794dc1939f1d78fa48613b89b8f9d0a20da00e	ABX	Etherscan.io	ABX Token	abx_28.png	A blockchain powered trading platform that integrates crypto assets from multiple exchanges.	true	true
0x9ab165d795019b6d8b3e971dda91071421305e5a	AOA	Etherscan.io	Aurora	aurora_AOA_28.png	Aurora Chain offers intelligent application isolation and enables multi-chain parallel expansion to create an extremely high TPS with security maintain.	true	true
0x9af4f26941677c706cfecf6d3379ff01bb85d5ab	DRT	Etherscan.io	DomRaiderToken	domraider_28.png	DomRaider aims to be the bridge between the world of assets and the potential of open-source blockchain.	true	true
0x9b11efcaaa1890f6ee52c6bb7cf8153ac5d74139	ATM	Etherscan.io	ATMChain	atmchain_28.png	No description	true	true
0x9b68bfae21df5a510931a262cecf63f41338f264	DBET	Etherscan.io	Decent.Bet	decentbet_28.png	An open-source blockchain peer-to-peer gaming platform where anyone with an idea can build a game, a predictive market, or a casino room and share in the revenue.	true	true
0x9b70740e708a083c6ff38df52297020f5dfaa5ee	DAN	Etherscan.io	Daneel	daneel_28.png	No description	true	true
0x9c23d67aea7b95d80942e3836bcdf7e708a747c2	LOCI	Etherscan.io	LOCIcoin	locipro_28.png	Platform for Intellectual Property Discovery and Mining.	true	true
0x9cda8a60dd5afa156c95bd974428d91a0812e054	TTU	Etherscan.io	TaTaTu	tatatutoken_28.png	Social Entertainment Platform with an integrated rewards programme.	true	true
0x9d9223436ddd466fc247e9dbbd20207e640fef58	OLE	Etherscan.io	Olive	olivecoin_28.png	Olive is a live streaming platform that provides a blockchain solution to the anchor and the audience and allows better utilization of internet resources and rewards	true	true
0x9e3319636e2126e3c0bc9e3134aec5e1508a46c7	UTNP	Etherscan.io	UTN-P: Universa Token	universa_28.png	The Universa blockchain is a cooperative ledger of state changes, performed by licensed and trusted nodes.	true	true
0x9e46a38f5daabe8683e10793b06749eef7d733d1	NCT	Etherscan.io	Nectar	polyswarm-nectar_28.png	Decentralized marketplace where security experts build anti-malware engines that compete to protect you.	true	true
0x9e6b2b11542f2bc52f3029077ace37e8fd838d7f	HKN	Etherscan.io	Hacken	hacken_28.png	Global Tokenized Business with Operating Cybersecurity Products.	true	true
0x9e77d5a1251b6f7d456722a6eac6d2d5980bd891	BRAT	Etherscan.io	BRAT	bratred28.png	BROTHER token BRAT is a charity and aid token.	true	true
0x9e88613418cf03dca54d6a2cf6ad934a78c7a17a	SWM	Etherscan.io	Swarm Fund	swarmfund_28.png	Aims to be the Blockchain for Private Equity.	true	true
0x9e96604445ec19ffed9a5e8dd7b50a29c899a10c	COSS	Etherscan.io	COSS	coss_28.png	A crypto currency exchange.	true	true
0x9f195617fa8fbad9540c5d113a99a0a0172aaedc	NBC	Etherscan.io	Niobium	niobium_28.png	Niobium aims to build a corporate business crypto exchange called BOMESP, powering the future of distributive economy.	true	true
0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2	MKR	Etherscan.io	Maker	mkr-etherscan-35.png	Maker is a Decentralized Autonomous Organization that creates and insures the dai stablecoin on the Ethereum blockchain	true	true
0xAf30D2a7E90d7DC361c8C4585e9BB7D2F6f15bc7	1ST	Etherscan.io	FirstBlood Token		FirstBlood.io is a decentralized Esports gaming platform that is powered by the blockchain	true	true
0xb63b606ac810a52cca15e44bb630fd42d8d1d83d	MCO	Etherscan.io	Crypto.com	cryptocom_28.png	Crypto.com, the pioneering payments and cryptocurrency platform, seeks to accelerate the world’s transition to cryptocurrency.	true	true
0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac	STORJ	Etherscan.io	Storj	storj2.png	Blockchain-based, end-to-end encrypted, distributed object storage, where only you have access to your data	true	true
0xb97048628db6b661d4c2aa833e95dbe1a905b280	PAY	Etherscan.io	TenXPay	tenx_28.png	TenX connects your blockchain assets for everyday use. TenX’s debit card and banking licence will allow us to be a hub for the blockchain ecosystem to connect for real-world use cases.	true	true
0xb9e7f8568e08d5659f5d29c4997173d84cdf2607	SWT	Etherscan.io	SwarmCity	SwarmCity.png	Swarm City is a decentralized peer to peer sharing economy	true	true
0xBEB9eF514a379B997e0798FDcC901Ee474B6D9A1	MLN	Etherscan.io	Melon Token		The Melon protocol is a blockchain protocol for digital asset management built on the Ethereum platform	true	true
0xC66eA802717bFb9833400264Dd12c2bCeAa34a6d	MKR	Etherscan.io	Maker-Old		Maker-Old is a Decentralized Autonomous Organization that creates and insures the dai stablecoin on the Ethereum blockchain	true	true
0xcb94be6f13a1182e4a4b6140cb7bf2025d28e41b	TRST	Etherscan.io	Trustcoin	wetrust.png	A platform for Trusted Lending Circles, powered by people and blockchain	true	true
0xd0d6d6c5fe4a677d343cc433536bb717bae167dd	ADT	Etherscan.io	AdToken	adtoken.png	adChain is a browser agnostic Ethereum based solution for digital advertising that seamlessly integrates with pre-existing RTB and programmatic industry standards.	true	true
0xd8912c10681d8b21fd3742244f44658dba12264e	PLU	Etherscan.io	Pluton	pluton.png	With Plutus Tap & Pay, you can pay at any NFC-enabled merchant	true	true
0xe0b7927c4af23765cb51314a0e0521a9645f0e2a	DGD	Etherscan.io	DGD	digix_dgd_28.png	DigixDAO is a decentralized voting / utility token that allows users to submit and manage proposals that relate to the growth of the Digix ecosystem and platform.	true	true
0xe7775a6e9bcf904eb39da2b68c5efb4f9360e08c	TAAS	Etherscan.io	TAAS	TAAS.png	TaaS is a tokenized closed-end fund designed to reduce the risks and technical barriers of investing in the blockchain space.	true	true
0xE94327D07Fc17907b4DB788E5aDf2ed424adDff6	REP	Etherscan.io	Augur (Reputation)		Augur combines the magic of prediction markets with the power of a decentralized network	true	true
0xFf3519eeeEA3e76F1F699CCcE5E23ee0bdDa41aC	BCAP	Etherscan.io	Blockchain Capital		Blockchain Capital is a pioneer and the premier venture capital firm investing in Blockchain enabled technology	true	true
0xa017ac5fac5941f95010b12570b812c974469c2c	XES	Etherscan.io	Proxeus	proxeus_28.png	We bring blockchain compatibility to traditional companies by integrating a blockchain layer into existing enterprise systems.	true	true
0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b	CRO	Etherscan.io	Crypto.com Chain	cryptocom_28.png	Pay and be paid in crypto anywhere, with any crypto, for free.	true	true
0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48	USDC	Etherscan.io	USD Coin	centre-usdc_28.png	USDC is a fully collateralized US Dollar stablecoin developed by CENTRE, the open source project and membership consortium, with Circle being the first of several forthcoming issuers.	true	true
0xa0d440c6da37892dc06ee7930b2eede0634fd681	MASH	Etherscan.io	MasterNet	masternet_28.png	Masternet is a Multi-system Interconnected Financial Platform designed to integrate with other Blockchain projects in need of real users, catering to everyday’s needs of a huge and prosperous community.	true	true
0xa13f0743951b4f6e3e3aa039f682e17279f52bc3	SENC	Etherscan.io	Sentinel Chain	sentinelchain_28.png	B2B marketplace specifically designed to provide affordable and secure financial services to the unbanked	true	true
0xa15c7ebe1f07caf6bff097d8a589fb8ac49ae5b3	NPXS	Etherscan.io	Pundi X Token	pundix-28.png	No description	true	true
0xa31108e5bab5494560db34c95492658af239357c	DACS	Etherscan.io	DACSEE	dacsee_28.png	Global Decentralized Ride-Sharing Platform	true	true
0xa3d58c4e56fedcae3a7c43a725aee9a71f0ece4e	MET	Etherscan.io	Metronome	metronome_28.png	A new cryptocurrency focused on making greater decentralization possible and delivering institutional-class endurance.	true	true
0xa3efef1a1e3d1ad72b9d0f4253e7c9c084c2c08b	OIO	Etherscan.io	Online.io	onlineio_28.png	Online.io platform aims at revolutionizing the browsing experience by making it faster, ad free, more reliable, secure and non-trackable, thus marking a groundbreaking change of the Internet.	true	true
0xa44e5137293e855b1b7bc7e2c6f8cd796ffcb037	SENT	Etherscan.io	SENTinel	sentinelgroup_28.png	A modern VPN backed by blockchain anonymity and security.	true	true
0xa4e8c3ec456107ea67d3075bf9e3df3a75823db0	LOOM	Etherscan.io	Loom	loom_28.png	Online game & social apps	true	true
0xa4ea687a2a7f29cf2dc66b39c68e4411c0d00c49	IVY	Etherscan.io	IvyKoin Public Network Tokens	ivy_28.png	Ivy is a blockchain-based technology for FIAT & cryptocurrency business transactions. The Ivy network utilizes IVY tokens which carry KYC & KYT data points critical for Financial Institution validation.	true	true
0xa54ddc7b3cce7fc8b1e3fa0256d0db80d2c10970	NDC	Etherscan.io	NEVERDIE	001-NDC-NEVERDIE-Coin-Logo.png	NEVERDIE Studios aims to use the value of the NEVERDIE Coin to make virtual reality fulfill its potential.	true	true
0xa5f8fc0921880cb7342368bd128eb8050442b1a1	ARY	Etherscan.io	Block Array	blockarray_28.png	Blockchain-based Solutions for the Logistics Industry.	true	true
0xa5fd1a791c4dfcaacc963d4f73c6ae5824149ea7	JNT	Etherscan.io	Jibrel Network Token	jibrel.png	The Jibrel Network provides currencies, equities, commodities and other financial assets and instruments as standard ERC-20 tokens on the Ethereum blockchain.	true	true
0xa645264c5603e96c3b0b078cdab68733794b0a71	MYST	Etherscan.io	Mysterium	mysterium_28.png	Decentralized VPN powered by Blockchain.	true	true
0xa66daa57432024023db65477ba87d4e7f5f95213	HPT	Etherscan.io	HuobiPoolToken	huobi_28_2.png	No description	true	true
0xa6a840e50bcaa50da017b91a0d86b8b2d41156ee	EKO	Etherscan.io	EchoLink	echolink_28.png	No description	true	true
0xa74476443119a942de498590fe1f2454d7d4ac0d	GNT	Etherscan.io	Golem	golem_28.png?v=2	Golem is going to create the first decentralized global market for computing power	true	true
0xa7f976c360ebbed4465c2855684d1aae5271efa9	TFL	Etherscan.io	TrueFlip	trueflip28.png	Blockchain games with instant payouts and open source code,	true	true
0xa8006c4ca56f24d6836727d106349320db7fef82	INXT	Etherscan.io	Internxt	internxt_28_2.png	A new wave of revolutionary technologies is here. Experience the future. Today. Welcome to Internxt.	true	true
0xa823e6722006afe99e91c30ff5295052fe6b8e32	NEU	Etherscan.io	Neumark	neufund28.png	Neufund’s Equity Token Offerings (ETOs) open the possibility to fundraise on Blockchain, with legal and technical framework done for you.	true	true
0xa838be6e4b760e6061d4732d6b9f11bf578f9a76	TTV	Etherscan.io	Token for Television	tvtwo_28.png	TV-TWO is bringing trustless transactions to 700M Smart TVs around the globe. We are decentralizing the television landscape by tokenizing reach on the Big Screen.	true	true
0xa849eaae994fb86afa73382e9bd88c2b6b18dc71	MVL	Etherscan.io	Mass Vehicle Ledger Token	mvl_28_2.png	MVLChain aims to build an incentive-based blockchain mobility ecosystem. MVL Ecosystem breaks away current centralized system. Ecosystem participants get fairly rewarded for data contributions and uses in all-connected mobility services.	true	true
0xa95592dcffa3c080b4b40e459c5f5692f67db7f8	ELY	Etherscan.io	Elycoin	elycoin_28.png	A decentralized platform to build Ecommerce websites on the blockchain.	true	true
0xa974c709cfb4566686553a20790685a47aceaa33	XIN	Etherscan.io	Mixin	mixin_28.png	A TEE powered BFT-DAG network that connects all existing blockchains	true	true
0xa9d2927d3a04309e008b6af6e2e282ae2952e7fd	ZIP	Etherscan.io	Zipper	zipper_28.png	Unified Address Digital Assets Wallet	true	true
0xaa0bb10cec1fa372eb3abc17c933fc6ba863dd9e	HMC	Etherscan.io	Hms Token	hms_28.png	HMS(Hi Mutual Society) is a blockchain project developed and operated by Qfund, the largest online crowdfunding platform in Asia. HMS intends to build up a decentralized Mutual Society using blockchain technology.	true	true
0xaa19961b6b858d9f18a115f25aa1d98abc1fdba8	LCS	Etherscan.io	LocalCoinSwap Cryptoshare	localcoinswap2_28.png	Directly trade any cryptocurrency, using any conceivable payment method, in any geographical location.	true	true
0xaa7a9ca87d3694b5755f213b5d04094b8d0f0a6f	TRAC	Etherscan.io	Trace	origintrail_28.png	Purpose-built Protocol for Supply Chains Based on Blockchain.	true	true
0xaaaf91d9b90df800df4f55c205fd6989c977e73a	TKN	Etherscan.io	TokenCard	tokencard_28_3.png	The All Powerful Smart Contract Powered Debit Card	true	true
0xaad54c9f27b876d2538455dda69207279ff673a5	DAC	Etherscan.io	Davinci coin	davinci_28.png	Blockchain ecosystem for building and deploying decentralized application	true	true
0xaaf37055188feee4869de63464937e683d61b2a1	UCN	Etherscan.io	UChain Token	uchain_28.png	The Next Generation Distributed Smart Network Blockchain for the Sharing Economy	true	true
0xab95e915c123fded5bdfb6325e35ef5515f1ea69	XNN	Etherscan.io	XENON	xenon_28.png	Xenon, an alternative blockchain forked from the EOS project,	true	true
0xabbbb6447b68ffd6141da77c18c7b5876ed6c5ab	DATx	Etherscan.io	DATx	datx_28.png	No description	true	true
0xac3211a5025414af2866ff09c23fc18bc97e79b1	DOV	Etherscan.io	DOVU	dovu_28.png	A token you earn and spend by sharing and changing the way you travel.	true	true
0xac3da587eac229c9896d919abc235ca4fd7f72c1	TGT	Etherscan.io	Target Coin	tgtcoin_28.png	Bonus Crypto Fund.	true	true
0xac709fcb44a43c35f0da4e3163b117a17f3770f5	ARC	Etherscan.io	Arcade	arcadecity.png	RIDESHARING - Arcade City is peer-to-peer everything — with networks built by local communities, not corporations.	true	true
0xacfa209fb73bf3dd5bbfb1101b9bc999c49062a5	BCDT	Etherscan.io	Blockchain Certified Data Token	bcdtoken.png	Degrees certified on the blockchain	true	true
0xad5fe5b0b8ec8ff4565204990e4405b2da117d8e	TRXC	Etherscan.io	TRONCLASSIC	tronclassic_28_2.png	TRXC is a token that serves as a social digital currency with all major social network to make the process of sending and receiving money rewarding for everyone.	true	true
0xadf8b8050639b6236915f7516d69de714672f0bf	SWC	Etherscan.io	Scanetchain	scanetchain_28.png	SCANETCHAIN is the commercial dApp built on the NEM platform Developed for Blockchain Commercialization. Using augmented reality & hybrid blockchain to ensure interoperability of on-offline advertising, shopping, SNS services.	true	true
0xae4f56f072c34c0a65b3ae3e4db797d831439d93	GIM	Etherscan.io	Gimli	gimli2_28.png	Live stream crypto betting for gamers.	true	true
0xae73b38d1c9a8b274127ec30160a4927c4d71824	STK	Etherscan.io	STK	stktoken_28.png	Cryptocurrency Payments straight from your smartphone.	true	true
0xaec2e87e0a235266d9c5adc9deb4b2e29b54d009	SNGLS	Etherscan.io	SingularDTV	sngls2.PNG	A Blockchain Entertainment Studio, Smart Contract Rights Management Platform and Video On-Demand Portal	true	true
0xaec98a708810414878c3bcdf46aad31ded4a4557	300	Etherscan.io	300 Token	300token_28.png	300 Token	true	true
0xaef38fbfbf932d1aef3b808bc8fbd8cd8e1f8bc5	CRB	Etherscan.io	CreditBIT	creditbit.png	The main goal of this project is to develop and maintain crypto currency ecosystem, based on token, that is built on top of Ethereum Blockchain.	true	true
0xaf4dce16da2877f8c9e00544c93b62ac40631f16	MTH	Etherscan.io	Monetha	monetha_28.png?v=3	Trusted ecommerce.	true	true
0xafc39788c51f0c1ff7b55317f3e70299e521fff6	EBCH	Etherscan.io	eBitcoinCash	ebch2_28.png	Cryptocurrency Trading Platform	true	true
0xb0280743b44bf7db4b6be482b2ba7b75e5da096c	TNS	Etherscan.io	Transcodium	transcodium_28.png	A Decentralized Peer-to-Peer Media Editing, Transcoding & Distribution Platform	true	true
0xb0514a5b4aa58ac6e954f537598dd42a71916581	HUM	Etherscan.io	HUMToken	humanscape2_28.png	Solution to Incurable Diseases by Curating Personal Health Data	true	true
0xb052f8a33d8bb068414eade06af6955199f9f010	ECOREAL	Etherscan.io	EcoRealEstate	ecoreal_28_3.png	Real Estate Investment through Ecoreal Ethereum Token. Capital markets are becoming Global, Real Estates are no exception. This establishes the need for a new decentralized solution to capitalize this potential.	true	true
0xb056c38f6b7dc4064367403e26424cd2c60655e1	CEEK	Etherscan.io	CEEK	ceek_28.png	Universal Currency for VR & Entertainment Industry. Working Product Partnered with NBA Teams, Universal Music and Apple	true	true
0xb16d3ed603d62b125c6bd45519eda40829549489	ISR	Etherscan.io	Insureum Token	insureum_28.png	The Insureum Protocol uses blockchain to create a decentralized ecosystem that connects insurers, their policyholders, and third parties	true	true
0xb17df9a3b09583a9bdcf757d6367171476d4d8a3	MVC	Etherscan.io	MaverickChain	mvchain_28.png	Maverick System is a BAAS(Blockchain As A Service) solution platform which provides multi-chains-supported SDK.	true	true
0xb1eef147028e9f480dbc5ccaa3277d417d1b85f0	Seele	Etherscan.io	SeeleToken	seele_28.png	Seele created Neural Consensus Algorithm. It transforms the consensus problem into an asynchronous request, processing and sorting data in a large-scale environment based on micro-real numbers.	true	true
0xb2135ab9695a7678dd590b1a996cb0f37bcb0718	SGN	Etherscan.io	Signals Network Token	signal_28.png	Marketplace of data science powered signals for trading cryptocurrencies	true	true
0xb24754be79281553dc1adc160ddf5cd9b74361a4	XRL	Etherscan.io	Rialto	rialto_28.png	RIALTO.AI is a platform with automated algorithms for cryptocurrency arbitrage, market making, and prediction trading.	true	true
0xb2f7eb1f2c37645be61d73953035360e768d81e6	COB	Etherscan.io	Cobinhood	cobinhood_28.png	COBINHOOD is a ZERO Trading Fees cryptocurrency exchange with vision to maximize traders' profits.	true	true
0xb3104b4b9da82025e8b9f8fb28b3553ce2f67069	BIX	Etherscan.io	BIX Token	bix_28.png	AI Enhanced Encrypted Digital Asset Exchange.	true	true
0xb37a769b37224449d92aac57de379e1267cd3b00	COVA	Etherscan.io	Covalent Token	covatoken_28.png	No description	true	true
0xb3bd49e28f8f832b8d1e246106991e546c323502	GMT	Etherscan.io	Global Messaging Token	mercuryprotocol_28.png	Communication Platforms Built on the Ethereum Blockchain.	true	true
0xb3e2cb7cccfe139f8ff84013823bf22da6b6390a	ICNQ	Etherscan.io	Iconiq Lab Token	iconiqlab_28.png	Iconiq Holding is a global crypto asset management firm headquartered in Frankfurt, Germany with offices in London and New York.	true	true
0xb444208cb0516c150178fcf9a52604bc04a1acea	GRMD	Etherscan.io	GreenMed	greenmed_28.png	Use GreenMed to pay at your dispensary and earn tons of rewards	true	true
0xb45a50545beeab73f38f31e5973768c421805e5e	TKR	Etherscan.io	TKRToken	trackr2_28.png	CryptoInsight - Insight and Analytics Platform.	true	true
