name    ,type   ,strDefault ,object ,array ,nowrite ,omitempty ,minimal ,noaddfld ,doc ,disp ,example ,description
jsonrpc ,string ,           ,       ,      ,        ,          ,        ,         ,    ,     ,        ,
result  ,string ,           ,       ,      ,        ,          ,        ,         ,    ,     ,        ,
id      ,string ,           ,       ,      ,        ,          ,        ,         ,    ,     ,        ,
