40000	0
50000	1871
60000	4053
70000	6676
80000	4187
90000	5894
100000	4289
110000	4407
120000	6874
130000	7785
140000	8445
150000	8854
160000	10462
170000	10701
180000	14251
190000	12036
200000	11008
210000	11236
220000	11667
230000	11702
240000	12247
250000	11367
260000	11021
270000	12311
280000	13162
290000	12048
300000	12830
310000	12366
320000	12307
330000	11952
340000	13000
350000	13858
360000	13565
370000	12523
380000	13195
390000	13496
400000	13460
410000	13094
420000	12087
430000	12709
440000	12003
450000	12516
460000	14993
470000	14112
480000	13662
490000	13887
500000	14539
510000	23029
520000	16490
530000	19375
540000	15417
550000	14179
560000	14413
570000	15937
580000	13887
590000	15021
600000	14452
610000	13653
620000	15294
630000	13716
640000	13469
650000	16243
660000	13732
670000	13730
680000	15884
690000	17579
700000	34973
710000	19014
720000	18490
730000	22489
740000	42594
750000	22085
760000	32883
770000	25376
780000	29927
790000	17354
800000	18510
810000	41705
820000	24505
830000	22054
840000	21657
850000	28049
860000	20220
870000	22678
880000	24186
890000	24998
900000	23435
910000	33692
920000	35306
930000	31009
940000	28696
950000	28044
960000	29620
970000	45419
980000	29906
990000	38337
1000000	36843
1010000	34404
1020000	37898
1030000	35138
1040000	33642
1050000	35269
1060000	38720
1070000	40745
1080000	39922
1090000	44637
1100000	47829
1110000	53793
1120000	49105
1130000	45986
1140000	51622
1150000	54114
1160000	47284
1170000	54914
1180000	55239
1190000	53587
1200000	55072
1210000	56756
1220000	58177
1230000	55799
1240000	56317
1250000	57795
1260000	53942
1270000	48191
1280000	58347
1290000	58818
1300000	54632
1310000	53429
1320000	52147
1330000	54784
1340000	61408
1350000	54140
1360000	64226
1370000	54828
1380000	57454
1390000	53763
1400000	52610
1410000	58632
1420000	54690
1430000	63971
1440000	71597
1450000	66836
1460000	63430
1470000	65569
1480000	61890
1490000	63814
1500000	69972
1510000	70609
1520000	78913
1530000	67522
1540000	70980
1550000	74991
1560000	74894
1570000	64322
1580000	72397
1590000	84203
1600000	92054
1610000	86014
1620000	72805
1630000	68090
1640000	67918
1650000	62735
1660000	64434
1670000	71291
1680000	67669
1690000	64073
1700000	74747
1710000	75354
1720000	79974
1730000	115711
1740000	72667
1750000	83182
1760000	74780
1770000	68251
1780000	65992
1790000	70772
1800000	100652
1810000	64961
1820000	65606
1830000	65380
1840000	64231
1850000	69187
1860000	68992
1870000	60735
1880000	63088
1890000	73116
1900000	60580
1910000	57503
1920000	76095
1930000	78347
1940000	81795
1950000	91756
1960000	97383
1970000	86442
1980000	71382
1990000	80278
2000000	81391
2010000	80796
2020000	69772
2030000	73362
2040000	66534
2050000	80652
2060000	79159
2070000	64358
2080000	71221
2090000	80660
2100000	73639
2110000	68134
2120000	69863
2130000	79573
2140000	81557
2150000	84280
2160000	65321
2170000	79974
2180000	80870
2190000	81343
2200000	77621
2210000	81282
2220000	71379
2230000	97575
2240000	72613
2250000	70940
2260000	83671
2270000	91734
2280000	76028
2290000	61993
2300000	85831
2310000	81944
2320000	64266
2330000	60877
2340000	81746
2350000	67621
2360000	71884
2370000	82881
2380000	88545
2390000	67054
2400000	70662
2410000	65820
2420000	71959
2430000	56533
2440000	62084
2450000	56676
2460000	61711
2470000	81023
2480000	74905
2490000	71422
2500000	77154
2510000	72761
2520000	74040
2530000	70032
2540000	68363
2550000	78723
2560000	69382
2570000	63469
2580000	57868
2590000	67377
2600000	69571
2610000	67031
2620000	71077
2630000	69980
2640000	72368
2650000	67211
2660000	68578
2670000	69677
2680000	102689
2690000	66018
2700000	86804
2710000	73281
2720000	79549
2730000	60728
2740000	70340
2750000	66114
2760000	76260
2770000	65580
2780000	67057
2790000	65128
2800000	65909
2810000	77229
2820000	78496
2830000	61672
2840000	69686
2850000	76970
2860000	89848
2870000	65291
2880000	57890
2890000	68233
2900000	75718
2910000	70358
2920000	65709
2930000	71923
2940000	81272
2950000	75402
2960000	71451
2970000	76845
2980000	74678
2990000	86947
3000000	68372
3010000	73363
3020000	77195
3030000	71937
3040000	72683
3050000	78704
3060000	80875
3070000	75901
3080000	80467
3090000	69116
3100000	72928
3110000	75458
3120000	70870
3130000	75908
3140000	82048
3150000	82126
3160000	84651
3170000	74573
3180000	91298
3190000	90671
3200000	83685
3210000	82304
3220000	81079
3230000	93212
3240000	81092
3250000	89505
3260000	85733
3270000	94874
3280000	110269
3290000	105282
3300000	93701
3310000	102948
3320000	99281
3330000	104736
3340000	112049
3350000	131157
3360000	138382
3370000	182819
3380000	145951
3390000	136471
3400000	137280
3410000	138318
3420000	144612
3430000	147844
3440000	144402
3450000	170301
3460000	148351
3470000	159375
3480000	149711
3490000	153038
3500000	142224
3510000	129029
3520000	128455
3530000	147354
3540000	136704
3550000	121106
3560000	130969
3570000	152469
3580000	136493
3590000	127221
3600000	153665
3610000	167652
3620000	180110
3630000	166034
3640000	200644
3650000	181840
3660000	190392
3670000	181961
3680000	202837
3690000	200535
3700000	191490
3710000	191314
3720000	228655
3730000	248459
3740000	272199
3750000	287927
3760000	342335
3770000	341757
3780000	280559
3790000	282936
3800000	367037
3810000	88744
3820000	342980
3830000	369400
3840000	387908
3850000	387189
3860000	450973
3870000	544189
3880000	485215
3890000	463510
3900000	490665
3910000	546595
3920000	564919
3930000	490887
3940000	571114
3950000	540309
3960000	486674
3970000	448399
3980000	551684
3990000	545844
4000000	476224
