name   ,type   ,strDefault ,object ,array ,nowrite ,omitempty ,minimal ,extra ,noaddfld ,doc ,disp ,example ,description
key    ,string ,           ,       ,      ,        ,          ,        ,      ,         ,    ,1    ,        ,
secret ,string ,           ,       ,      ,        ,          ,        ,      ,         ,    ,2    ,        ,
