name    ,type   ,strDefault ,object ,array ,nowrite ,omitempty ,minimal ,extra ,noaddfld ,doc ,disp ,example ,description
jsonrpc ,string ,           ,       ,      ,        ,          ,        ,      ,         ,    ,     ,        ,
result  ,string ,           ,       ,      ,        ,          ,        ,      ,         ,    ,     ,        ,
id      ,string ,           ,       ,      ,        ,          ,        ,      ,         ,    ,     ,        ,
