869000	00.1/00
1090680	00.1/01
1178920	00.1/02
1214464	00.1/03
1225480	00.1/04
1357488	00.1/05
1450960	00.1/06
2155240	00.1/07
2056056	00.1/08
2373976	00.1/09
2283208	00.1/10
2841312	00.1/11
3145144	00.1/12
2938704	00.1/13
3236632	00.1/14
3654736	00.1/15
3418288	00.1/16
4016392	00.1/17
3219760	00.1/18
3915488	00.1/19
3745664	00.1/20
3877992	00.1/21
3956184	00.1/22
3848392	00.1/23
3941328	00.1/24
3577416	00.1/25
3750752	00.1/26
