2224943;1;4
2354818;7;4
2354831;7;4
2360154;22;4
2361285;0;4
2716068;0;4
2716073;0;4
2742122;11;4
2742196;0;4
2742347;3;4
2742384;0;4
2742423;9;4
2754725;0;4
2766058;0;4
2766065;0;4
2766073;0;4
2766088;0;4
2766142;0;4
2766160;0;4
2819250;0;4
2819293;0;4
2825578;0;4
2825607;0;4
2825612;0;4
2859453;0;4
2904357;0;4
2915726;0;4
2915840;0;4
2928171;0;4
2940036;0;4
2989372;0;4
3007444;11;4
3007487;10;4
3025247;0;4
3031142;1;4
3038962;5;4
3089506;5;4
3102383;4;4
3102473;2;4
3148881;0;4
3188615;1;4
3188658;55;4
3188675;6;4
3218006;0;4
3228176;0;4
3243900;0;4
3269284;4;4
3269298;0;4
3269307;13;4
3269311;31;4
3269318;8;4
3273969;2;4
3275443;4;4
3276125;1;4
3290897;0;4
3290948;0;4
3293670;6;4
3303007;7;4
3308869;2;4
3308877;44;4
3344445;15;4
3344473;11;4
3345070;8;4
3345077;14;4
3351974;15;4
3352006;10;4
3352719;10;4
3352841;8;4
3356613;24;4
3357445;10;4
3357465;7;4
3357528;7;4
3357826;41;4
3357847;16;4
3357861;2;4
3363429;34;4
3363476;32;4
3364456;15;4
3364695;5;4
3369770;16;4
3369774;4;4
3385994;49;4
3386079;17;4
3392313;25;4
3392410;22;4
3399898;5;4
3399927;2;4
3404563;0;4
3411714;1;4
3411757;8;4
3418329;0;4
3419240;0;4
3435613;10;4
3435622;1;4
3443249;7;4
3446868;2;4
3446944;22;4
3452518;13;4
3454552;30;4
3454563;6;4
3454631;19;4
3454635;19;4
3458111;2;4
3464924;6;4
3469471;45;4
3470027;14;4
3471358;29;4
3475697;15;4
3552224;41;4
3553139;19;4
3553569;2;4
3604033;0;4
3631268;6;4
3631415;1;4
3631474;4;4
3631530;2;4
3631562;23;4
3631616;12;4
3631643;12;4
3631653;9;4
3631660;13;4
3631666;23;4
3631674;25;4
3631676;4;4
3631677;14;4
3631685;19;4
3631685;38;4
3639013;1;4
3639348;16;4
3743355;19;4
3781986;0;4
3806179;6;4
3806256;18;4
3806381;35;4
3806399;15;4
3806406;12;4
3806410;15;4
3806411;37;4
3806417;15;4
3806417;59;4
3806422;5;4
3806428;79;4
3806565;95;4
3806967;59;4
3808630;11;4
3808720;5;4
3809807;39;4
3824345;38;4
3824629;62;4
3824646;9;4
3825543;70;4
3825579;40;4
3829426;38;4
3829869;45;4
3829872;6;4
3835153;41;4
3835171;20;4
3836169;67;4
3836259;10;4
3836785;23;4
3844636;48;4
3844639;32;4
3846221;69;4
3846236;39;4
3860789;54;4
3863662;32;4
