1,
1,address
1,uint256
1,bytes32
1,int256
1,bool
1,bytes
1,string
2,uint64
2,int64
2,uint32
2,int32
2,bytes24
2,bytes20
2,bytes16
2,bytes8
2,bytes4
2,bytes2
2,uint128
2,uint16
2,uint8
2,int128
2,int16
2,int8
3,uint96
3,uint48
3,uint24
3,int96
3,int24
3,int48
