DATE	NBLOCKS	STARTBLOCK	ENDBLOCK	NTRACES	NERRORS-NERRORS1-NERRORS2	NSUCCESS		NCREATES-NCREATES1-NCREATES2	NCALLS	NSELFDESTRUCT
9/16/17	3609	4278414	4282022	633839	19603	614236		14899	618765	175
9/17/17	3630	4282023	4285652	548793	5915	542878		12715	535883	195
9/18/17	3557	4285653	4289209	667685	9178	658507		9083	658517	85
9/19/17	3628	4289210	4292837	611812	9814	601998		8582	603051	179
9/20/17	3600	4292838	4296437	604077	18776	585301		30309	573611	157
9/21/17	3645	4296438	4300082	616958	12485	604473		28813	588026	119
9/22/17	3001	4300083	4303083	530457	9655	520802		7151	523276	30
9/23/17	2884	4303084	4305967	469899	13188	456711		7269	462549	81
9/24/17	2938	4305968	4308905	427989	23342	404647		5760	422176	53
9/25/17	2836	4308906	4311741	500445	17455	482990		8392	492023	30
9/26/17	2890	4311742	4314631	512738	15750	496988		26060	486663	15
9/27/17	2904	4314632	4317535	516022	11871	504151		24709	491302	11
9/28/17	2856	4317536	4320391	527208	13765	513443		17438	509745	25
9/29/17	2829	4320392	4323220	498677	12437	486240		8311	490352	14
9/30/17	2840	4323221	4326060	475068	16360	458708		11893	463150	25
10/1/17	2862	4326061	4328922	471530	15485	456045		6987	464532	11
10/2/17	2842	4328923	4331764	497768	13870	483898		11158	486585	25
10/3/17	2862	4331765	4334626	523503	13921	509582		13538	509960	5
10/4/17	2886	4334627	4337512	500783	18407	482376		12861	487907	15
10/5/17	2946	4337513	4340458	471310	19926	451384		2111	469179	20
10/6/17	2848	4340459	4343306	500498	20034	480464		2930	497546	22
10/7/17	2848	4343307	4346154	482177	15697	466480		6061	476100	16
10/8/17	2879	4346155	4349033	501137	11335	489802		10762	490352	23
10/9/17	2882	4349034	4351915	518038	11121	506917		16080	501910	48
10/10/17	2915	4351916	4354830	528881	13027	515854		3770	525058	53
10/11/17	2915	4354831	4357745	506475	15848	490627		6403	500058	14
10/12/17	2899	4357746	4360644	555766	17158	538608		7436	548292	38
10/13/17	2891	4360645	4363535	615027	19350	595677		3317	611695	15
10/14/17	2887	4363536	4366422	593214	24952	568262		6666	586505	43
10/15/17	2925	4366423	4369347	523187	20530	502657		12943	510200	44
10/16/17	4554	4369348	4373901	773914	20216	753698		18546	752929	2439
10/17/17	6050	4373902	4379951	762849	9850	752999		15480	747216	153
10/18/17	6221	4379952	4386172	819410	21995	797415		10260	809081	69
10/19/17	6241	4386173	4392413	887963	28040	859923		24018	863819	126
10/20/17	6237	4392414	4398650	800928	15612	785316		24914	775913	101
10/21/17	6229	4398651	4404879	645200	7605	637595		10313	634789	98
10/22/17	6280	4404880	4411159	653019	6314	646705		18628	634276	115
10/23/17	6254	4411160	4417413	811403	6855	804548		25896	785428	79
10/24/17	6248	4417414	4423661	910490	8683	901807		41255	869151	84
10/25/17	6176	4423662	4429837	806160	15109	791051		34112	771956	92
10/26/17	6157	4429838	4435994	785175	11075	774100		31269	753803	103
10/27/17	6229	4435995	4442223	800296	8757	791539		20027	780159	110
10/28/17	6240	4442224	4448463	825277	9620	815657		5276	819895	106
10/29/17	6194	4448464	4454657	822846	9013	813833		4584	818176	86
10/30/17	6072	4454658	4460729	879326	13187	866139		7964	871223	139
10/31/17	6275	4460730	4467004	941042	19151	921891		26017	914962	63
11/1/17	6142	4467005	4473146	869697	12402	857295		27486	842105	106
11/2/17	6144	4473147	4479290	876931	9443	867488		26223	850606	102
11/3/17	6208	4479291	4485498	836609	8146	828463		15471	821055	83
11/4/17	6196	4485499	4491694	711377	7358	704019		16632	694624	121
11/5/17	6299	4491695	4497993	630743	5330	625413		14690	615927	126
11/6/17	6199	4497994	4504192	737326	5672	731654		17833	719405	88
11/7/17	6211	4504193	4510403	689568	10679	678889		8321	681125	122
11/8/17	6236	4510404	4516639	804851	10372	794479		22842	781839	170
11/9/17	6195	4516640	4522834	856051	8543	847508		51005	804947	99
11/10/17	6300	4522835	4529134	812686	7409	805277		42632	769917	137
11/11/17	6267	4529135	4535401	797475	7168	790307		30619	766769	87
11/12/17	6245	4535402	4541646	851499	5831	845668		27058	824346	95
11/13/17	6225	4541647	4547871	848527	9628	838899		29058	819268	201
11/14/17	6122	4547872	4553993	845145	11244	833901		22706	822345	94
11/15/17	6237	4553994	4560230	891143	14689	876454		32316	858755	72
11/16/17	6154	4560231	4566384	879023	13847	865176		37192	841731	100
11/17/17	6235	4566385	4572619	897691	14003	883688		39381	858067	243
11/18/17	6215	4572620	4578834	824845	8835	816010		20099	804619	127
11/19/17	6266	4578835	4585100	826446	9058	817388		15531	810788	127
11/20/17	6176	4585101	4591276	888557	13552	875005		11957	876486	114
11/21/17	6174	4591277	4597450	874537	12685	861852		13920	860406	211
11/22/17	6242	4597451	4603692	866244	15768	850476		17564	848477	203
11/23/17	6190	4603693	4609882	883172	10213	872959		20912	862115	145
11/24/17	6234	4609883	4616116	920952	8406	912546		20577	900278	97
11/25/17	6201	4616117	4622317	900782	9246	891536		17321	883352	109
11/26/17	6169	4622318	4628486	964798	34676	930122		19373	945284	141
11/27/17	6086	4628487	4634572	1060688	20346	1040342		11187	1049376	125
11/28/17	6094	4634573	4640666	1087026	13585	1073441		27824	1059109	93
11/29/17	6108	4640667	4646774	1090741	14307	1076434		13019	1077633	89
11/30/17	6151	4646775	4652925	1025007	12165	1012842		9627	1015294	86
12/1/17	6127	4652926	4659052	976019	14879	961140		19171	956786	62
12/2/17	6053	4659053	4665105	1021122	10944	1010178		10492	1010527	103
12/3/17	6029	4665106	4671134	1104599	15265	1089334		8430	1096105	64
12/4/17	5671	4671135	4676805	1077570	13854	1063716		13434	1064120	16
12/5/17	5588	4676806	4682393	1109939	14513	1095426		10504	1099423	12
12/6/17	5473	4682394	4687866	1234675	10990	1223685		14974	1219694	7
12/7/17	5798	4687867	4693664	1098918	11740	1087178		35118	1063752	48
12/8/17	5803	4693665	4699467	1239946	14465	1225481		8587	1231353	6
12/9/17	5813	4699468	4705280	1240956	14452	1226504		11236	1229718	2
12/10/17	5781	4705281	4711061	1273132	17657	1255475		16457	1256666	9
12/11/17	5749	4711062	4716810	1366621	22487	1344134		8949	1357660	12
12/12/17	5715	4716811	4722525	1394050	21567	1372483		7757	1386289	4
12/13/17	5659	4722526	4728184	1401796	21930	1379866		18783	1383006	7
12/14/17	5694	4728185	4733878	1486050	14634	1471416		29558	1456484	8
12/15/17	5800	4733879	4739678	1382891	18274	1364617		24683	1358197	11
12/16/17	5775	4739679	4745453	1397908	25206	1372702		22505	1375387	16
12/17/17	5781	4745454	4751234	1343541	16750	1326791		43870	1299657	14
12/18/17	5781	4751235	4757015	1491697	16845	1474852		45716	1445965	16
12/19/17	5604	4757016	4762619	1543719	18614	1525105		19791	1523904	24
12/20/17	5571	4762620	4768190	1506774	12560	1494214		22591	1484169	14
12/21/17	5570	4768191	4773760	1494560	13576	1480984		19488	1475057	15
12/22/17	5652	4773761	4779412	1515253	13406	1501847		28313	1486930	10
12/23/17	5947	4779413	4785359	1409718	12943	1396775		35122	1374060	536
12/24/17	5981	4785360	4791340	1239329	8348	1230981		69325	1169280	724
12/25/17	6032	4791341	4797372	1193336	8833	1184503		61575	1131022	739
12/26/17	5992	4797373	4803364	1217924	8884	1209040		66761	1151145	18
12/27/17	5966	4803365	4809330	1321822	10057	1311765		46023	1275759	40
12/28/17	5889	4809331	4815219	1394947	12855	1382092		37127	1357774	46
12/29/17	5786	4815220	4821005	1539092	12938	1526154		35636	1503372	84
12/30/17	5773	4821006	4826778	1543421	11386	1532035		28551	1514721	149
12/31/17	5907	4826779	4832685	1395664	11366	1384298		52321	1343259	84
1/1/18	5926	4832686	4838611	1319902	9784	1310118		66354	1253483	65
1/2/18	5750	4838612	4844361	1580616	13843	1566773		30147	1550390	79
1/3/18	5540	4844362	4849901	1587753	13244	1574509		16506	1571233	14
1/4/18	5454	4849902	4855355	1632974	13623	1619351		9464	1623501	9
1/5/18	5341	4855356	4860696	1617857	23111	1594746		7505	1610345	7
1/6/18	5416	4860697	4866112	1572651	21220	1551431		8687	1563954	10
1/7/18	5528	4866113	4871640	1518348	24058	1494290		13678	1504661	9
1/8/18	5408	4871641	4877048	1587770	18919	1568851		12329	1575436	5
1/9/18	5377	4877049	4882425	1570264	16789	1553475		12211	1558049	4
1/10/18	5415	4882426	4887840	1522325	17003	1505322		23995	1498327	3
1/11/18	5430	4887841	4893270	1482119	17835	1464284		16179	1465934	6
1/12/18	5419	4893271	4898689	1425500	19366	1406134		20964	1404524	12
1/13/18	5394	4898690	4904083	1476900	22479	1454421		20707	1456183	10
1/14/18	5625	4904084	4909708	1414529	23548	1390981		32519	1381993	17
1/15/18	5424	4909709	4915132	1535305	23071	1512234		16368	1518930	7
1/16/18	5522	4915133	4920654	1627947	21736	1606211		11351	1616582	14
1/17/18	5572	4920655	4926226	1614559	17090	1597469		10988	1603521	50
1/18/18	5569	4926227	4931795	1571534	21447	1550087		8679	1562837	18
1/19/18	5685	4931796	4937480	1426915	23852	1403063		8978	1417898	39
1/20/18	5873	4937481	4943353	1423568	21853	1401715		14108	1409373	87
1/21/18	5810	4943354	4949163	1442113	8577	1433536		27232	1414031	850
1/22/18	5883	4949164	4955046	1490789	10047	1480742		48157	1442555	77
1/23/18	5898	4955047	4960944	1544449	10892	1533557		65971	1478423	55
1/24/18	5961	4960945	4966905	1404955	10945	1394010		71327	1333567	61
1/25/18	5910	4966906	4972815	1286943	11591	1275352		49605	1237249	89
1/26/18	5910	4972816	4978725	1401060	10057	1391003		15557	1385425	78
1/27/18	6004	4978726	4984729	1273433	9076	1264357		21434	1251993	6
1/28/18	6017	4984730	4990746	1367312	9297	1358015		27137	1340065	110
1/29/18	5925	4990747	4996671	1306631	12156	1294475		23569	1283021	41
1/30/18	5867	4996672	5002538	1326569	11726	1314843		30991	1295550	28
1/31/18	5883	5002539	5008421	1340412	14163	1326249		24159	1316189	64
2/1/18	5778	5008422	5014199	1539575	35906	1503669		12262	1527292	21
2/2/18	5865	5014200	5020064	1432504	17764	1414740		16222	1416185	97
2/3/18	5973	5020065	5026037	1218808	11516	1207292		39604	1179150	54
2/4/18	5960	5026038	5031997	1237965	8911	1229054		31567	1206359	39
2/5/18	6025	5031998	5038022	1362121	17906	1344215		33065	1324661	102
2/6/18	5926	5038023	5043948	1385265	21882	1363383		21598	1356523	122
2/7/18	5913	5043949	5049861	1384428	23443	1360985		23023	1354284	57
2/8/18	6002	5049862	5055863	1252846	22749	1230097		30502	1215233	92
2/9/18	5936	5055864	5061799	1338183	25071	1313112		26398	1304472	328
2/10/18	6022	5061800	5067821	1406957	23303	1383654		26486	1373248	78
2/11/18	5955	5067822	5073776	1289332	21509	1267823		26996	1255352	78
2/12/18	5945	5073777	5079721	1317690	20419	1297271		21484	1288997	136
2/13/18	5965	5079722	5085686	1380066	34046	1346020		23997	1348944	81
2/14/18	5860	5085687	5091546	1264276	29511	1234765		26623	1230676	72
2/15/18	5966	5091547	5097512	1347425	29917	1317508		28250	1311961	101
2/16/18	5958	5097513	5103470	1319588	35098	1284490		29500	1282971	103
2/17/18	6036	5103471	5109506	1348147	31718	1316429		28807	1311563	709
2/18/18	5984	5109507	5115490	1378557	46366	1332191		26527	1345019	12
2/19/18	5898	5115491	5121388	1254460	38421	1216039		32288	1214875	251
2/20/18	5814	5121389	5127202	1316591	43674	1272917		11235	1298030	269
2/21/18	5849	5127203	5133051	1298002	48355	1249647		8578	1282224	34
2/22/18	5873	5133052	5138924	1230316	36688	1193628		10886	1212365	9
2/23/18	5926	5138925	5144850	1205381	36246	1169135		11329	1186889	13
2/24/18	5850	5144851	5150700	1192295	44072	1148223		7236	1177925	47
2/25/18	5858	5150701	5156558	1195510	53110	1142400		8874	1179500	161
2/26/18	5803	5156559	5162361	1203349	40303	1163046		15725	1180562	16
2/27/18	5865	5162362	5168226	1163319	45531	1117788		18455	1137801	16
2/28/18	5898	5168227	5174124	1230143	46794	1183349		12612	1210392	17
3/1/18	5879	5174125	5180003	1208388	45922	1162466		12230	1189114	14
3/2/18	5899	5180004	5185902	1292569	37217	1255352		19954	1265409	52
3/3/18	5949	5185903	5191851	1161383	35420	1125963		15021	1138945	381
3/4/18	5881	5191852	5197732	1113554	33487	1080067		12421	1094045	129
3/5/18	5885	5197733	5203617	1166164	33737	1132427		14380	1144770	22
3/6/18	5890	5203618	5209507	1150658	28044	1122614		17518	1126043	40
3/7/18	5915	5209508	5215422	1247156	28812	1218344		17732	1222302	5
3/8/18	5856	5215423	5221278	1153730	38352	1115378		15500	1131217	15
3/9/18	5898	5221279	5227176	1138064	29960	1108104		14918	1116107	22
3/10/18	5893	5227177	5233069	1154414	41623	1112791		15815	1131040	505
3/11/18	5957	5233070	5239026	1078121	29571	1048550		14195	1056846	25
3/12/18	5823	5239027	5244849	1136690	32928	1103762		7395	1122265	9
3/13/18	5865	5244850	5250714	1144332	40046	1104286		11019	1126268	28
3/14/18	5843	5250715	5256557	1223182	32463	1190719		14381	1201740	11
3/15/18	5881	5256558	5262438	1224308	33137	1191171		16449	1200768	10
3/16/18	5918	5262439	5268356	1360390	45801	1314589		10383	1342901	27
3/17/18	5856	5268357	5274212	1239438	36366	1203072		3947	1228426	16
3/18/18	5933	5274213	5280145	1267636	22045	1245591		4133	1256491	12
3/19/18	5961	5280146	5286106	1184520	24998	1159522		5920	1171479	147
3/20/18	5959	5286107	5292065	1152011	22296	1129715		15092	1129088	815
3/21/18	5934	5292066	5297999	1214630	40804	1173826		27762	1179861	38
3/22/18	6014	5298000	5304013	1154330	21440	1132890		35949	1111305	46
3/23/18	5968	5304014	5309981	1261861	24009	1237852		35411	1219454	51
3/24/18	6058	5309982	5316039	1290493	22624	1267869		28451	1254992	18
3/25/18	6024	5316040	5322063	1205926	39676	1166250		25238	1173705	18
3/26/18	6004	5322064	5328067	1155458	20815	1134643		16699	1131696	60
3/27/18	5923	5328068	5333990	1053776	20236	1033540		12905	1033846	61
3/28/18	5949	5333991	5339939	1006195	24365	981830		5622	993566	23
3/29/18	5867	5339940	5345806	1107553	22543	1085010		5987	1094485	51
3/30/18	5938	5345807	5351744	1262171	36439	1225732		11471	1243645	18
3/31/18	6050	5351745	5357794	1240943	26139	1214804		11524	1222375	40
4/1/18	6016	5357795	5363810	1174378	28099	1146279		28630	1138832	18
4/2/18	6094	5363811	5369904	1205354	35003	1170351		30385	1167941	24
4/3/18	5999	5369905	5375903	1344746	30378	1314368		26121	1311305	324
4/4/18	6001	5375904	5381904	1290719	21142	1269577		48752	1234963	46
4/5/18	6056	5381905	5387960	1364853	20643	1344210		48857	1308916	13
4/6/18	6051	5387961	5394011	1304992	19321	1285671		50299	1247667	19
4/7/18	6049	5394012	5400060	1305955	21858	1284097		30624	1268402	11
4/8/18	6058	5400061	5406118	1203879	40389	1163490		24736	1172149	13
4/9/18	5995	5406119	5412113	1312621	31238	1281383		14299	1291155	190
4/10/18	6073	5412114	5418186	1302304	23298	1279006		18977	1276261	21
4/11/18	5962	5418187	5424148	1513825	25198	1488627		23075	1483780	11
4/12/18	5898	5424149	5430046	1454712	25783	1428929		14584	1433143	31
4/13/18	5923	5430047	5435969	1464439	41275	1423164		22209	1435057	39
4/14/18	5917	5435970	5441886	1367179	32132	1335047		23246	1336450	456
4/15/18	5939	5441887	5447825	1455326	30613	1424713		14968	1433299	46
4/16/18	5932	5447826	5453757	1442168	28860	1413308		26732	1408297	38
4/17/18	5835	5453758	5459592	1445739	38342	1407397		16845	1421808	35
4/18/18	5795	5459593	5465387	1456625	36569	1420056		26589	1423002	37
4/19/18	5810	5465388	5471197	1534323	35511	1498812		14856	1512290	30
4/20/18	5715	5471198	5476912	1498277	36262	1462015		11273	1479936	25
4/21/18	5883	5476913	5482795	1556303	24224	1532079		44760	1504411	46
4/22/18	5902	5482796	5488697	1475991	22968	1453023		34701	1434241	6
4/23/18	5776	5488698	5494473	1526010	27174	1498836		24775	1494137	14
4/24/18	5720	5494474	5500193	1596198	27629	1568569		16454	1572598	94
4/25/18	5818	5500194	5506011	1511892	24984	1486908		10165	1494597	12
4/26/18	5867	5506012	5511878	1479310	23649	1455661		7306	1464802	14
4/27/18	5714	5511879	5517592	1353299	28267	1325032		10660	1335561	9
4/28/18	5713	5517593	5523305	1254863	35068	1219795		3522	1244309	16
4/29/18	5833	5523306	5529138	1317806	55305	1262501		5429	1304835	350
4/30/18	5724	5529139	5534862	1352495	27856	1324639		7047	1338300	8
5/1/18	5622	5534863	5540484	1309315	23894	1285421		7975	1294215	15
5/2/18	5712	5540485	5546196	1413654	23488	1390166		6461	1399908	11
5/3/18	5681	5546197	5551877	1479238	26000	1453238		6132	1465913	11
5/4/18	5632	5551878	5557509	1514939	25215	1489724		4185	1503571	5
5/5/18	5741	5557510	5563250	1462553	28058	1434495		5805	1449536	8
5/6/18	5763	5563251	5569013	1444301	26044	1418257		15271	1421837	41
5/7/18	5835	5569014	5574848	1447013	38344	1408669		19181	1420334	317
5/8/18	5734	5574849	5580582	1445377	35825	1409552		12548	1425749	8
5/9/18	5730	5580583	5586312	1526601	38579	1488022		5126	1514328	5
5/10/18	5683	5586313	5591995	1448206	40005	1408201		3795	1437284	13
5/11/18	5751	5591996	5597746	1461597	40055	1421542		9525	1444883	7
5/12/18	5754	5597747	5603500	1367291	45218	1322073		4346	1355786	3
5/13/18	5760	5603501	5609260	1390959	35063	1355896		5603	1378272	6
5/14/18	5638	5609261	5614898	1422960	33248	1389712		6839	1409008	10
5/15/18	5732	5614899	5620630	1408519	34919	1373600		4417	1396955	11
5/16/18	5645	5620631	5626275	1414661	34585	1380076		5972	1401578	17
5/17/18	5704	5626276	5631979	1363127	44873	1318254		4171	1351768	9
5/18/18	5636	5631980	5637615	1374139	36615	1337524		7627	1359267	20
5/19/18	5603	5637616	5643218	1387940	102612	1285328		2830	1377866	13
5/20/18	5642	5643219	5648860	1364169	50101	1314068		3850	1353110	5
5/21/18	5687	5648861	5654547	1389782	40725	1349057		4070	1378498	20
5/22/18	5601	5654548	5660148	1341221	51984	1289237		3068	1330994	8
5/23/18	5655	5660149	5665803	1414327	34679	1379648		4688	1402330	20
5/24/18	5563	5665804	5671366	1355590	31435	1324155		6489	1342010	5
5/25/18	5635	5671367	5677001	1323911	39150	1284761		4639	1312071	13
5/26/18	5719	5677002	5682720	1265921	50026	1215895		2630	1256096	1
5/27/18	5634	5682721	5688354	1220317	45912	1174405		2485	1210720	8
5/28/18	5704	5688355	5694058	1363238	33517	1329721		3753	1352284	10
5/29/18	5649	5694059	5699707	1309312	39829	1269483		4127	1297888	100
5/30/18	5609	5699708	5705316	1232801	38763	1194038		3505	1222047	17
5/31/18	5647	5705317	5710963	1347895	39898	1307997		3047	1337598	9
6/1/18	5624	5710964	5716587	1327218	34035	1293183		2776	1317275	8
6/2/18	5632	5716588	5722219	1235560	34454	1201106		2517	1225767	24
6/3/18	5619	5722220	5727838	1207822	39494	1168328		3376	1197239	29
6/4/18	5672	5727839	5733510	1251217	34973	1216244		5484	1238406	13
6/5/18	5591	5733511	5739101	1216834	35937	1180897		3657	1206044	9
6/6/18	5633	5739102	5744734	1455322	36027	1419295		3249	1444810	25
6/7/18	5639	5744735	5750373	1194890	40309	1154581		3607	1183950	22
6/8/18	5679	5750374	5756052	1265857	37617	1228240		4249	1254316	23
6/9/18	5610	5756053	5761662	1175339	41645	1133694		3847	1164127	36
6/10/18	5641	5761663	5767303	1297235	43615	1253620		15076	1274989	7
6/11/18	5657	5767304	5772960	1262261	37751	1224510		16025	1238880	32
6/12/18	5714	5772961	5778674	1264398	38741	1225657		16446	1240727	23
6/13/18	5752	5778675	5784426	1233243	34308	1198935		21825	1204240	35
6/14/18	5765	5784427	5790191	1158608	27787	1130821		8273	1143184	36
6/15/18	5782	5790192	5795973	1140592	40741	1099851		3627	1129802	27
6/16/18	5871	5795974	5801844	1115817	30419	1085398		9915	1098762	9
6/17/18	5915	5801845	5807759	1110805	34503	1076302		2981	1100131	623
6/18/18	5954	5807760	5813713	1177742	31749	1145993		9194	1161146	284
6/19/18	5802	5813714	5819515	1242154	43740	1198414		9454	1225587	9
6/20/18	5823	5819516	5825338	1320924	31845	1289079		7149	1306619	11
6/21/18	5872	5825339	5831210	1344784	27117	1317667		13756	1323938	22
6/22/18	5820	5831211	5837030	1337804	42617	1295187		5060	1325546	26
6/23/18	5922	5837031	5842952	1192724	28258	1164466		7189	1178133	258
6/24/18	5881	5842953	5848833	1227542	29997	1197545		6400	1214087	11
6/25/18	5665	5848834	5854498	1406328	37453	1368875		3696	1395390	49
6/26/18	5748	5854499	5860246	1275555	25393	1250162		5368	1262952	37
6/27/18	5847	5860247	5866093	1377103	22307	1354796		4012	1365946	5
6/28/18	5762	5866094	5871855	1346035	23044	1322991		3960	1334981	10
6/29/18	5764	5871856	5877619	1389840	26603	1363237		4830	1377892	28
6/30/18	5870	5877620	5883489	1286776	16996	1269780		1907	1277700	2
7/1/18	5837	5883490	5889326	1247297	10242	1237055		1544	1238643	10
