address	encoding	type	constant	name	signature	input_names
0x1985365e9f78359a9b6ad760e32412f4a445e862	0xa0c1ca34	function	0	migrateIn	migrateIn(address,uint256)	_reporter,_attotokens,
0x1985365e9f78359a9b6ad760e32412f4a445e862	0xa819515d	function	0	updateParentTotalTheoreticalSupply	updateParentTotalTheoreticalSupply()	
0x1985365e9f78359a9b6ad760e32412f4a445e862	0xa9059cbb	function	0	transfer	transfer(address,uint256)	_to,_value,
0x1985365e9f78359a9b6ad760e32412f4a445e862	0xb873e9a7	function	0	trustedReportingParticipantTransfer	trustedReportingParticipantTransfer(address,address,uint256)	_source,_destination,_attotokens,
0x1985365e9f78359a9b6ad760e32412f4a445e862	0xbef72fa2	function	1	controllerLookupName	controllerLookupName()	
0x1985365e9f78359a9b6ad760e32412f4a445e862	0xc4d66de8	function	0	initialize	initialize(address)	_universe,
0x1985365e9f78359a9b6ad760e32412f4a445e862	0xd73dd623	function	0	increaseApproval	increaseApproval(address,uint256)	_spender,_addedValue,
0x1985365e9f78359a9b6ad760e32412f4a445e862	0xd9d3e07d	function	0	updateSiblingMigrationTotal	updateSiblingMigrationTotal(address)	_token,
0x1985365e9f78359a9b6ad760e32412f4a445e862	0xdb054134	function	0	mintForReportingParticipant	mintForReportingParticipant(uint256)	_amountMigrated,
0x1985365e9f78359a9b6ad760e32412f4a445e862	0xdb0a087c	function	1	getTypeName	getTypeName()	
0x1985365e9f78359a9b6ad760e32412f4a445e862	0xdd62ed3e	function	1	allowance	allowance(address,address)	_owner,_spender,
0x1985365e9f78359a9b6ad760e32412f4a445e862	0xde4c0574	function	0	migrateAllowancesFromLegacyRep	migrateAllowancesFromLegacyRep(address[],address[])	_owners,_spenders,
0x1985365e9f78359a9b6ad760e32412f4a445e862	0xdea6aec7	function	1	getTargetSupply	getTargetSupply()	
0x1985365e9f78359a9b6ad760e32412f4a445e862	0xee89dab4	function	1	getInitialized	getInitialized()	
0x1985365e9f78359a9b6ad760e32412f4a445e862	0xf22b258a	function	0	trustedMarketTransfer	trustedMarketTransfer(address,address,uint256)	_source,_destination,_attotokens,
0x1985365e9f78359a9b6ad760e32412f4a445e862	0xfe98184d	function	0	trustedUniverseTransfer	trustedUniverseTransfer(address,address,uint256)	_source,_destination,_attotokens,
0x1985365e9f78359a9b6ad760e32412f4a445e862	0x0f6798a560793a54c3bcfe86a93cde1e73087d944c0ea20544137d4121396885	event	0	Mint	Mint(address,uint256)	target,value,
0x1985365e9f78359a9b6ad760e32412f4a445e862	0xcc16f5dbb4873280815c1ee09dbd06736cffcc184412cf7a71a0fdb75d397ca5	event	0	Burn	Burn(address,uint256)	target,value,
0x1985365e9f78359a9b6ad760e32412f4a445e862	0x8c5be1e5ebec7d5bd14f71427d1e84f3dd0314c0f7b2291e5b200ac8c7c3b925	event	0	Approval	Approval(address,address,uint256)	owner,spender,value,
0x1985365e9f78359a9b6ad760e32412f4a445e862	0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef	event	0	Transfer	Transfer(address,address,uint256)	from,to,value,
address	encoding	type	constant	name	signature	input_names
0xa15c7ebe1f07caf6bff097d8a589fb8ac49ae5b3	0x05d2035b	function	1	mintingFinished	mintingFinished()	
0xa15c7ebe1f07caf6bff097d8a589fb8ac49ae5b3	0x06fdde03	function	1	name	name()	
0xa15c7ebe1f07caf6bff097d8a589fb8ac49ae5b3	0x095ea7b3	function	0	approve	approve(address,uint256)	_spender,_value,
0xa15c7ebe1f07caf6bff097d8a589fb8ac49ae5b3	0x18160ddd	function	1	totalSupply	totalSupply()	
0xa15c7ebe1f07caf6bff097d8a589fb8ac49ae5b3	0x23b872dd	function	0	transferFrom	transferFrom(address,address,uint256)	_from,_to,_value,
0xa15c7ebe1f07caf6bff097d8a589fb8ac49ae5b3	0x313ce567	function	1	decimals	decimals()	
0xa15c7ebe1f07caf6bff097d8a589fb8ac49ae5b3	0x3f4ba83a	function	0	unpause	unpause()	
0xa15c7ebe1f07caf6bff097d8a589fb8ac49ae5b3	0x4000aea0	function	0	transferAndCall	transferAndCall(address,uint256,bytes)	_recipient,_amount,_data,
0xa15c7ebe1f07caf6bff097d8a589fb8ac49ae5b3	0x40c10f19	function	0	mint	mint(address,uint256)	_to,_amount,
0xa15c7ebe1f07caf6bff097d8a589fb8ac49ae5b3	0x42966c68	function	0	burn	burn(uint256)	_value,
0xa15c7ebe1f07caf6bff097d8a589fb8ac49ae5b3	0x5c975abb	function	1	paused	paused()	
0xa15c7ebe1f07caf6bff097d8a589fb8ac49ae5b3	0x620346c6	function	0	setStopReceive	setStopReceive(bool)	stop,
0xa15c7ebe1f07caf6bff097d8a589fb8ac49ae5b3	0x66188463	function	0	decreaseApproval	decreaseApproval(address,uint256)	_spender,_subtractedValue,
0xa15c7ebe1f07caf6bff097d8a589fb8ac49ae5b3	0x70a08231	function	1	balanceOf	balanceOf(address)	_owner,
0xa15c7ebe1f07caf6bff097d8a589fb8ac49ae5b3	0x7ab21613	function	1	getStopReceive	getStopReceive()	
0xa15c7ebe1f07caf6bff097d8a589fb8ac49ae5b3	0x7d64bcb4	function	0	finishMinting	finishMinting()	
0xa15c7ebe1f07caf6bff097d8a589fb8ac49ae5b3	0x8456cb59	function	0	pause	pause()	
0xa15c7ebe1f07caf6bff097d8a589fb8ac49ae5b3	0x8da5cb5b	function	1	owner	owner()	
0xa15c7ebe1f07caf6bff097d8a589fb8ac49ae5b3	0x95d89b41	function	1	symbol	symbol()	
0xa15c7ebe1f07caf6bff097d8a589fb8ac49ae5b3	0xa9059cbb	function	0	transfer	transfer(address,uint256)	_to,_value,
0xa15c7ebe1f07caf6bff097d8a589fb8ac49ae5b3	0xd73dd623	function	0	increaseApproval	increaseApproval(address,uint256)	_spender,_addedValue,
0xa15c7ebe1f07caf6bff097d8a589fb8ac49ae5b3	0xdd62ed3e	function	1	allowance	allowance(address,address)	_owner,_spender,
0xa15c7ebe1f07caf6bff097d8a589fb8ac49ae5b3	0xf2fde38b	function	0	transferOwnership	transferOwnership(address)	newOwner,
0xa15c7ebe1f07caf6bff097d8a589fb8ac49ae5b3	0x6985a02210a168e66602d3235cb6db0e70f92b3ba4d376a33c0f3d9434bff625	event	0	Pause	Pause()	
0xa15c7ebe1f07caf6bff097d8a589fb8ac49ae5b3	0x7805862f689e2f13df9f062ff482ad3ad112aca9e0847911ed832e158c525b33	event	0	Unpause	Unpause()	
0xa15c7ebe1f07caf6bff097d8a589fb8ac49ae5b3	0xcc16f5dbb4873280815c1ee09dbd06736cffcc184412cf7a71a0fdb75d397ca5	event	0	Burn	Burn(address,uint256)	burner,value,
0xa15c7ebe1f07caf6bff097d8a589fb8ac49ae5b3	0x0f6798a560793a54c3bcfe86a93cde1e73087d944c0ea20544137d4121396885	event	0	Mint	Mint(address,uint256)	to,amount,
0xa15c7ebe1f07caf6bff097d8a589fb8ac49ae5b3	0xae5184fba832cb2b1f702aca6117b8d265eaf03ad33eb133f19dde0f5920fa08	event	0	MintFinished	MintFinished()	
0xa15c7ebe1f07caf6bff097d8a589fb8ac49ae5b3	0x8c5be1e5ebec7d5bd14f71427d1e84f3dd0314c0f7b2291e5b200ac8c7c3b925	event	0	Approval	Approval(address,address,uint256)	owner,spender,value,
0xa15c7ebe1f07caf6bff097d8a589fb8ac49ae5b3	0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef	event	0	Transfer	Transfer(address,address,uint256)	from,to,value,
address	encoding	type	constant	name	signature	input_names
0xa74476443119a942de498590fe1f2454d7d4ac0d	0x06fdde03	function	1	name	name()	
0xa74476443119a942de498590fe1f2454d7d4ac0d	0x16222950	function	1	golemFactory	golemFactory()	
0xa74476443119a942de498590fe1f2454d7d4ac0d	0x18160ddd	function	1	totalSupply	totalSupply()	
0xa74476443119a942de498590fe1f2454d7d4ac0d	0x26316e58	function	0	setMigrationMaster	setMigrationMaster(address)	_master,
0xa74476443119a942de498590fe1f2454d7d4ac0d	0x313ce567	function	1	decimals	decimals()	
0xa74476443119a942de498590fe1f2454d7d4ac0d	0x454b0608	function	0	migrate	migrate(uint256)	_value,
0xa74476443119a942de498590fe1f2454d7d4ac0d	0x4bb278f3	function	0	finalize	finalize()	
0xa74476443119a942de498590fe1f2454d7d4ac0d	0x590e1ae3	function	0	refund	refund()	
0xa74476443119a942de498590fe1f2454d7d4ac0d	0x676d2e62	function	1	migrationMaster	migrationMaster()	
0xa74476443119a942de498590fe1f2454d7d4ac0d	0x6f7920fd	function	1	tokenCreationCap	tokenCreationCap()	
0xa74476443119a942de498590fe1f2454d7d4ac0d	0x70a08231	function	1	balanceOf	balanceOf(address)	_owner,
0xa74476443119a942de498590fe1f2454d7d4ac0d	0x75e2ff65	function	0	setMigrationAgent	setMigrationAgent(address)	_agent,
0xa74476443119a942de498590fe1f2454d7d4ac0d	0x8328dbcd	function	1	migrationAgent	migrationAgent()	
0xa74476443119a942de498590fe1f2454d7d4ac0d	0x91b43d13	function	1	fundingEndBlock	fundingEndBlock()	
0xa74476443119a942de498590fe1f2454d7d4ac0d	0x95a0f5eb	function	1	totalMigrated	totalMigrated()	
0xa74476443119a942de498590fe1f2454d7d4ac0d	0x95d89b41	function	1	symbol	symbol()	
0xa74476443119a942de498590fe1f2454d7d4ac0d	0xa9059cbb	function	0	transfer	transfer(address,uint256)	_to,_value,
0xa74476443119a942de498590fe1f2454d7d4ac0d	0xc039daf6	function	1	tokenCreationMin	tokenCreationMin()	
0xa74476443119a942de498590fe1f2454d7d4ac0d	0xcb4c86b7	function	1	funding	funding()	
0xa74476443119a942de498590fe1f2454d7d4ac0d	0xcf8d652c	function	1	tokenCreationRate	tokenCreationRate()	
0xa74476443119a942de498590fe1f2454d7d4ac0d	0xd648a647	function	1	fundingStartBlock	fundingStartBlock()	
0xa74476443119a942de498590fe1f2454d7d4ac0d	0xefc81a8c	function	0	create	create()	
0xa74476443119a942de498590fe1f2454d7d4ac0d	0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef	event	0	Transfer	Transfer(address,address,uint256)	_from,_to,_value,
0xa74476443119a942de498590fe1f2454d7d4ac0d	0x18df02dcc52b9c494f391df09661519c0069bd8540141946280399408205ca1a	event	0	Migrate	Migrate(address,address,uint256)	_from,_to,_value,
0xa74476443119a942de498590fe1f2454d7d4ac0d	0xbb28353e4598c3b9199101a66e0989549b659a59a54d2c27fbb183f1932c8e6d	event	0	Refund	Refund(address,uint256)	_from,_value,
address	encoding	type	constant	name	signature	input_names
0xb7cb1c96db6b22b0d3d9536e0108d062bd488f74	0x06fdde03	function	1	name	name()	
0xb7cb1c96db6b22b0d3d9536e0108d062bd488f74	0x095ea7b3	function	0	approve	approve(address,uint256)	_spender,_value,
0xb7cb1c96db6b22b0d3d9536e0108d062bd488f74	0x18160ddd	function	1	totalSupply	totalSupply()	
0xb7cb1c96db6b22b0d3d9536e0108d062bd488f74	0x23b872dd	function	0	transferFrom	transferFrom(address,address,uint256)	_from,_to,_value,
0xb7cb1c96db6b22b0d3d9536e0108d062bd488f74	0x313ce567	function	1	decimals	decimals()	
0xb7cb1c96db6b22b0d3d9536e0108d062bd488f74	0x70a08231	function	1	balanceOf	balanceOf(address)	_owner,
0xb7cb1c96db6b22b0d3d9536e0108d062bd488f74	0x95d89b41	function	1	symbol	symbol()	
0xb7cb1c96db6b22b0d3d9536e0108d062bd488f74	0xa9059cbb	function	0	transfer	transfer(address,uint256)	_to,_value,
0xb7cb1c96db6b22b0d3d9536e0108d062bd488f74	0xdd62ed3e	function	1	allowance	allowance(address,address)	_owner,_spender,
0xb7cb1c96db6b22b0d3d9536e0108d062bd488f74	0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef	event	0	Transfer	Transfer(address,address,uint256)	from,to,value,
0xb7cb1c96db6b22b0d3d9536e0108d062bd488f74	0x8c5be1e5ebec7d5bd14f71427d1e84f3dd0314c0f7b2291e5b200ac8c7c3b925	event	0	Approval	Approval(address,address,uint256)	owner,spender,value,
address	encoding	type	constant	name	signature	input_names
0xcb97e65f07da24d46bcdd078ebebd7c6e6e3d750	0x06fdde03	function	1	name	name()	
0xcb97e65f07da24d46bcdd078ebebd7c6e6e3d750	0x095ea7b3	function	0	approve	approve(address,uint256)	_spender,_value,
0xcb97e65f07da24d46bcdd078ebebd7c6e6e3d750	0x18160ddd	function	1	totalSupply	totalSupply()	
0xcb97e65f07da24d46bcdd078ebebd7c6e6e3d750	0x23b872dd	function	0	transferFrom	transferFrom(address,address,uint256)	_from,_to,_value,
0xcb97e65f07da24d46bcdd078ebebd7c6e6e3d750	0x313ce567	function	1	decimals	decimals()	
0xcb97e65f07da24d46bcdd078ebebd7c6e6e3d750	0x54fd4d50	function	1	version	version()	
0xcb97e65f07da24d46bcdd078ebebd7c6e6e3d750	0x70a08231	function	1	balanceOf	balanceOf(address)	_owner,
0xcb97e65f07da24d46bcdd078ebebd7c6e6e3d750	0x95d89b41	function	1	symbol	symbol()	
0xcb97e65f07da24d46bcdd078ebebd7c6e6e3d750	0xa9059cbb	function	0	transfer	transfer(address,uint256)	_to,_value,
0xcb97e65f07da24d46bcdd078ebebd7c6e6e3d750	0xcae9ca51	function	0	approveAndCall	approveAndCall(address,uint256,bytes)	_spender,_value,_extraData,
0xcb97e65f07da24d46bcdd078ebebd7c6e6e3d750	0xdd62ed3e	function	1	allowance	allowance(address,address)	_owner,_spender,
0xcb97e65f07da24d46bcdd078ebebd7c6e6e3d750	0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef	event	0	Transfer	Transfer(address,address,uint256)	_from,_to,_value,
0xcb97e65f07da24d46bcdd078ebebd7c6e6e3d750	0x8c5be1e5ebec7d5bd14f71427d1e84f3dd0314c0f7b2291e5b200ac8c7c3b925	event	0	Approval	Approval(address,address,uint256)	_owner,_spender,_value,
address	encoding	type	constant	name	signature	input_names
0x168296bb09e24a88805cb9c33356536b980d3fc5	0x06fdde03	function	1	name	name()	
0x168296bb09e24a88805cb9c33356536b980d3fc5	0x095ea7b3	function	0	approve	approve(address,uint256)	_spender,_value,
0x168296bb09e24a88805cb9c33356536b980d3fc5	0x18160ddd	function	1	totalSupply	totalSupply()	
0x168296bb09e24a88805cb9c33356536b980d3fc5	0x23b872dd	function	0	transferFrom	transferFrom(address,address,uint256)	_from,_to,_value,
0x168296bb09e24a88805cb9c33356536b980d3fc5	0x313ce567	function	1	decimals	decimals()	
0x168296bb09e24a88805cb9c33356536b980d3fc5	0x70a08231	function	1	balanceOf	balanceOf(address)	_owner,
0x168296bb09e24a88805cb9c33356536b980d3fc5	0x95d89b41	function	1	symbol	symbol()	
0x168296bb09e24a88805cb9c33356536b980d3fc5	0xa9059cbb	function	0	transfer	transfer(address,uint256)	_to,_value,
0x168296bb09e24a88805cb9c33356536b980d3fc5	0xdd62ed3e	function	1	allowance	allowance(address,address)	_owner,_spender,
0x168296bb09e24a88805cb9c33356536b980d3fc5	0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef	event	0	Transfer	Transfer(address,address,uint256)	from,to,value,
0x168296bb09e24a88805cb9c33356536b980d3fc5	0x8c5be1e5ebec7d5bd14f71427d1e84f3dd0314c0f7b2291e5b200ac8c7c3b925	event	0	Approval	Approval(address,address,uint256)	owner,spender,value,
address	encoding	type	constant	name	signature	input_names
0x744d70fdbe2ba4cf95131626614a1763df805b9e	0x06fdde03	function	1	name	name()	
0x744d70fdbe2ba4cf95131626614a1763df805b9e	0x095ea7b3	function	0	approve	approve(address,uint256)	_spender,_amount,
0x744d70fdbe2ba4cf95131626614a1763df805b9e	0x17634514	function	1	creationBlock	creationBlock()	
0x744d70fdbe2ba4cf95131626614a1763df805b9e	0x18160ddd	function	1	totalSupply	totalSupply()	
0x744d70fdbe2ba4cf95131626614a1763df805b9e	0x23b872dd	function	0	transferFrom	transferFrom(address,address,uint256)	_from,_to,_amount,
0x744d70fdbe2ba4cf95131626614a1763df805b9e	0x313ce567	function	1	decimals	decimals()	
0x744d70fdbe2ba4cf95131626614a1763df805b9e	0x3cebb823	function	0	changeController	changeController(address)	_newController,
0x744d70fdbe2ba4cf95131626614a1763df805b9e	0x4ee2cd7e	function	1	balanceOfAt	balanceOfAt(address,uint256)	_owner,_blockNumber,
0x744d70fdbe2ba4cf95131626614a1763df805b9e	0x54fd4d50	function	1	version	version()	
0x744d70fdbe2ba4cf95131626614a1763df805b9e	0x6638c087	function	0	createCloneToken	createCloneToken(string,uint8,string,uint256,bool)	_cloneTokenName,_cloneDecimalUnits,_cloneTokenSymbol,_snapshotBlock,_transfersEnabled,
0x744d70fdbe2ba4cf95131626614a1763df805b9e	0x70a08231	function	1	balanceOf	balanceOf(address)	_owner,
0x744d70fdbe2ba4cf95131626614a1763df805b9e	0x80a54001	function	1	parentToken	parentToken()	
0x744d70fdbe2ba4cf95131626614a1763df805b9e	0x827f32c0	function	0	generateTokens	generateTokens(address,uint256)	_owner,_amount,
0x744d70fdbe2ba4cf95131626614a1763df805b9e	0x95d89b41	function	1	symbol	symbol()	
0x744d70fdbe2ba4cf95131626614a1763df805b9e	0x981b24d0	function	1	totalSupplyAt	totalSupplyAt(uint256)	_blockNumber,
0x744d70fdbe2ba4cf95131626614a1763df805b9e	0xa9059cbb	function	0	transfer	transfer(address,uint256)	_to,_amount,
0x744d70fdbe2ba4cf95131626614a1763df805b9e	0xbef97c87	function	1	transfersEnabled	transfersEnabled()	
0x744d70fdbe2ba4cf95131626614a1763df805b9e	0xc5bcc4f1	function	1	parentSnapShotBlock	parentSnapShotBlock()	
0x744d70fdbe2ba4cf95131626614a1763df805b9e	0xcae9ca51	function	0	approveAndCall	approveAndCall(address,uint256,bytes)	_spender,_amount,_extraData,
0x744d70fdbe2ba4cf95131626614a1763df805b9e	0xd3ce77fe	function	0	destroyTokens	destroyTokens(address,uint256)	_owner,_amount,
0x744d70fdbe2ba4cf95131626614a1763df805b9e	0xdd62ed3e	function	1	allowance	allowance(address,address)	_owner,_spender,
0x744d70fdbe2ba4cf95131626614a1763df805b9e	0xdf8de3e7	function	0	claimTokens	claimTokens(address)	_token,
0x744d70fdbe2ba4cf95131626614a1763df805b9e	0xe77772fe	function	1	tokenFactory	tokenFactory()	
0x744d70fdbe2ba4cf95131626614a1763df805b9e	0xf41e60c5	function	0	enableTransfers	enableTransfers(bool)	_transfersEnabled,
0x744d70fdbe2ba4cf95131626614a1763df805b9e	0xf77c4791	function	1	controller	controller()	
0x744d70fdbe2ba4cf95131626614a1763df805b9e	0xf931edb47c50b4b4104c187b5814a9aef5f709e17e2ecf9617e860cacade929c	event	0	ClaimedTokens	ClaimedTokens(address,address,uint256)	_token,_controller,_amount,
0x744d70fdbe2ba4cf95131626614a1763df805b9e	0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef	event	0	Transfer	Transfer(address,address,uint256)	_from,_to,_amount,
0x744d70fdbe2ba4cf95131626614a1763df805b9e	0x086c875b377f900b07ce03575813022f05dd10ed7640b5282cf6d3c3fc352ade	event	0	NewCloneToken	NewCloneToken(address,uint256)	_cloneToken,_snapshotBlock,
0x744d70fdbe2ba4cf95131626614a1763df805b9e	0x8c5be1e5ebec7d5bd14f71427d1e84f3dd0314c0f7b2291e5b200ac8c7c3b925	event	0	Approval	Approval(address,address,uint256)	_owner,_spender,_amount,
address	encoding	type	constant	name	signature	input_names
0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a	0x02f652a3	function	0	setTransferAgent	setTransferAgent(address,bool)	addr,state,
0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a	0x05d2035b	function	1	mintingFinished	mintingFinished()	
0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a	0x06fdde03	function	1	name	name()	
0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a	0x095ea7b3	function	0	approve	approve(address,uint256)	_spender,_value,
0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a	0x18160ddd	function	1	totalSupply	totalSupply()	
0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a	0x23b872dd	function	0	transferFrom	transferFrom(address,address,uint256)	_from,_to,_value,
0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a	0x29ff4f53	function	0	setReleaseAgent	setReleaseAgent(address)	addr,
0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a	0x313ce567	function	1	decimals	decimals()	
0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a	0x40c10f19	function	0	mint	mint(address,uint256)	receiver,amount,
0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a	0x42966c68	function	0	burn	burn(uint256)	burnAmount,
0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a	0x42c1867b	function	1	mintAgents	mintAgents(address)	param_0,
0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a	0x43214675	function	0	setMintAgent	setMintAgent(address,bool)	addr,state,
0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a	0x45977d03	function	0	upgrade	upgrade(uint256)	value,
0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a	0x4eee966f	function	0	setTokenInformation	setTokenInformation(string,string)	_name,_symbol,
0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a	0x5de4ccb0	function	1	upgradeAgent	upgradeAgent()	
0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a	0x5f412d4f	function	0	releaseTokenTransfer	releaseTokenTransfer()	
0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a	0x600440cb	function	1	upgradeMaster	upgradeMaster()	
0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a	0x70a08231	function	1	balanceOf	balanceOf(address)	_owner,
0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a	0x8444b391	function	1	getUpgradeState	getUpgradeState()	
0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a	0x867c2857	function	1	transferAgents	transferAgents(address)	param_0,
0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a	0x8da5cb5b	function	1	owner	owner()	
0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a	0x95d89b41	function	1	symbol	symbol()	
0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a	0x96132521	function	1	released	released()	
0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a	0x9738968c	function	1	canUpgrade	canUpgrade()	
0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a	0xa9059cbb	function	0	transfer	transfer(address,uint256)	_to,_value,
0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a	0xc752ff62	function	1	totalUpgraded	totalUpgraded()	
0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a	0xd1f276d3	function	1	releaseAgent	releaseAgent()	
0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a	0xd7e7088a	function	0	setUpgradeAgent	setUpgradeAgent(address)	agent,
0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a	0xdd62ed3e	function	1	allowance	allowance(address,address)	_owner,_spender,
0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a	0xeefa597b	function	1	isToken	isToken()	
0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a	0xf2fde38b	function	0	transferOwnership	transferOwnership(address)	newOwner,
0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a	0xed7c5f0a	function	1	BURNADDRESS	BURNADDRESS()	
0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a	0xffeb7d75	function	0	setUpgradeMaster	setUpgradeMaster(address)	master,
0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a	0xd131ab1e6f279deea74e13a18477e13e2107deb6dc8ae955648948be5841fb46	event	0	UpdatedTokenInformation	UpdatedTokenInformation(string,string)	newName,newSymbol,
0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a	0x7e5c344a8141a805725cb476f76c6953b842222b967edd1f78ddb6e8b3f397ac	event	0	Upgrade	Upgrade(address,address,uint256)	_from,_to,_value,
0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a	0x7845d5aa74cc410e35571258d954f23b82276e160fe8c188fa80566580f279cc	event	0	UpgradeAgentSet	UpgradeAgentSet(address)	agent,
0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a	0x4b0adf6c802794c7dde28a08a4e07131abcff3bf9603cd71f14f90bec7865efa	event	0	MintingAgentChanged	MintingAgentChanged(address,bool)	addr,state,
0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a	0x696de425f79f4a40bc6d2122ca50507f0efbeabbff86a84871b7196ab8ea8df7	event	0	Burned	Burned(address,uint256)	burner,burnedAmount,
0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a	0x30385c845b448a36257a6a1716e6ad2e1bc2cbe333cde1e69fe849ad6511adfe	event	0	Minted	Minted(address,uint256)	receiver,amount,
0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a	0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef	event	0	Transfer	Transfer(address,address,uint256)	from,to,value,
0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a	0x8c5be1e5ebec7d5bd14f71427d1e84f3dd0314c0f7b2291e5b200ac8c7c3b925	event	0	Approval	Approval(address,address,uint256)	owner,spender,value,
address	encoding	type	constant	name	signature	input_names
0xfa1a856cfa3409cfa145fa4e20eb270df3eb21ab	0x06fdde03	function	1	name	name()	
0xfa1a856cfa3409cfa145fa4e20eb270df3eb21ab	0x095ea7b3	function	0	approve	approve(address,uint256)	_spender,_value,
0xfa1a856cfa3409cfa145fa4e20eb270df3eb21ab	0x18160ddd	function	1	totalSupply	totalSupply()	
0xfa1a856cfa3409cfa145fa4e20eb270df3eb21ab	0x23b872dd	function	0	transferFrom	transferFrom(address,address,uint256)	_from,_to,_value,
0xfa1a856cfa3409cfa145fa4e20eb270df3eb21ab	0x313ce567	function	1	decimals	decimals()	
0xfa1a856cfa3409cfa145fa4e20eb270df3eb21ab	0x70a08231	function	1	balanceOf	balanceOf(address)	_owner,
0xfa1a856cfa3409cfa145fa4e20eb270df3eb21ab	0x95d89b41	function	1	symbol	symbol()	
0xfa1a856cfa3409cfa145fa4e20eb270df3eb21ab	0xa9059cbb	function	0	transfer	transfer(address,uint256)	_to,_value,
0xfa1a856cfa3409cfa145fa4e20eb270df3eb21ab	0xdd62ed3e	function	1	allowance	allowance(address,address)	_owner,_spender,
0xfa1a856cfa3409cfa145fa4e20eb270df3eb21ab	0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef	event	0	Transfer	Transfer(address,address,uint256)	_from,_to,_value,
0xfa1a856cfa3409cfa145fa4e20eb270df3eb21ab	0x8c5be1e5ebec7d5bd14f71427d1e84f3dd0314c0f7b2291e5b200ac8c7c3b925	event	0	Approval	Approval(address,address,uint256)	_owner,_spender,_value,
address	encoding	type	constant	name	signature	input_names
0x3893b9422cd5d70a81edeffe3d5a1c6a978310bb	0x06fdde03	function	1	name	name()	
0x3893b9422cd5d70a81edeffe3d5a1c6a978310bb	0x18160ddd	function	1	totalSupply	totalSupply()	
0x3893b9422cd5d70a81edeffe3d5a1c6a978310bb	0x23b872dd	function	0	transferFrom	transferFrom(address,address,uint256)	from,to,value,
0x3893b9422cd5d70a81edeffe3d5a1c6a978310bb	0x313ce567	function	1	decimals	decimals()	
0x3893b9422cd5d70a81edeffe3d5a1c6a978310bb	0x4557b4bb	function	0	init	init(uint256,address,address)	_supply,_vault,_wallet,
0x3893b9422cd5d70a81edeffe3d5a1c6a978310bb	0x521eb273	function	1	wallet	wallet()	
